סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
12,חמד,801,614,507,5,502,8,3,76,23,0,0,0,0,0,0,153,0,0,0,0,0,54,0,5,100,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,4,0,43,0
5,חמדיה,343,335,231,2,229,33,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,52,0,6,34,6,0,0,0,1,0,0,0,79,0,0,0,0,0,0,0,1,0,0,0
5,חמדת,3646,164,121,0,121,0,0,13,0,0,0,0,0,0,0,73,0,0,0,0,0,2,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
5,חמרה,3609,148,104,1,103,5,0,2,1,0,0,0,0,0,0,34,0,1,0,0,0,12,0,0,29,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0
10,חניאל,807,647,470,1,469,47,3,2,0,2,3,0,0,0,0,17,0,2,0,0,0,78,0,10,45,43,0,0,0,0,0,0,0,209,0,1,0,0,0,0,0,7,0,0,0
6,חניתה,280,726,447,0,447,77,0,0,0,0,5,0,0,0,0,15,0,1,0,0,0,84,0,7,31,72,0,0,0,0,1,0,0,144,0,1,0,0,0,0,0,6,0,3,0
5,חנתון,1257,558,413,2,411,62,2,7,1,0,6,0,0,0,0,20,0,0,0,0,0,71,0,8,66,26,0,0,0,0,0,0,2,132,0,0,0,0,0,0,0,3,0,4,1
4,חספין,4005,891,645,1,644,0,2,50,7,0,0,0,0,0,0,475,0,0,0,0,0,18,0,0,64,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,18,0
13,חפץ חיים,363,370,308,1,307,0,0,28,16,0,0,0,0,0,0,181,0,0,0,0,0,7,0,3,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0
5,חפציבה,90,587,411,2,409,49,0,2,0,0,2,0,0,0,0,30,0,1,0,0,0,60,0,5,52,31,0,1,0,0,0,0,0,161,1,2,0,0,0,1,0,9,0,2,0
17,חצב,700,903,703,2,701,16,0,7,7,0,0,0,0,0,1,146,0,5,0,0,0,127,0,3,250,1,0,0,0,4,0,0,0,95,0,0,0,0,0,1,0,2,0,36,0
18,חצבה,13,566,408,1,407,37,1,8,2,0,1,0,0,0,0,18,0,0,0,0,1,121,0,7,24,27,0,0,0,1,0,0,4,147,1,1,0,1,0,0,0,2,0,3,0
3,חצור הגלילית,2034,7481,5284,17,5267,26,4,50,905,0,1,0,0,0,0,645,0,14,0,0,0,205,0,145,2276,10,0,0,0,2,1,0,8,157,1,1,0,3,1,0,0,3,0,809,0
17,חצוראשדוד,406,693,484,1,483,52,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,56,0,4,20,158,0,0,0,0,0,0,1,183,0,1,1,0,0,0,0,2,0,0,0
18,חצרים,397,832,607,0,607,146,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,102,0,16,19,73,0,0,0,0,1,0,3,236,0,1,0,0,0,0,0,2,0,2,0
10,חרב לאת,422,587,426,0,426,38,3,1,1,0,0,0,0,0,0,30,0,5,0,0,0,50,0,11,82,27,0,0,0,1,0,0,0,164,0,2,0,0,0,0,0,4,0,7,0
10,חרוצים,1024,615,473,2,471,31,3,6,3,0,0,0,1,0,0,29,0,4,0,0,0,81,0,4,120,49,0,0,0,0,0,0,0,110,0,1,0,0,0,0,2,8,0,19,0
9,חריש,1247,17269,12330,59,12271,279,54,237,442,43,42,99,0,0,1,2651,8,63,0,0,1,777,0,677,2892,160,0,4,0,2,5,0,36,1662,3,30,1,5,0,0,1,58,2,2031,5
9,חרמש,3717,213,138,2,136,1,0,1,0,0,0,0,0,0,0,31,0,1,0,0,0,9,0,16,58,1,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0
6,חרשים,1209,249,187,0,187,34,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,8,0,6,3,73,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,5,0,3,0
12,חשמונאים,3770,2244,1646,6,1640,10,6,274,27,0,1,0,0,0,0,730,1,1,0,0,0,77,0,13,321,2,0,0,0,0,0,0,2,39,0,5,0,0,1,0,1,7,0,122,0
4,טבריה,6700,36702,22659,113,22546,153,37,140,1932,5,12,0,0,0,0,2893,4,40,0,0,3,1205,2,862,9105,71,2,13,3,8,2,1,20,1332,4,41,2,2,0,2,8,40,2,4597,3
3,טובאזנגריה,962,4793,2106,23,2083,17,2,0,1,153,254,29,0,0,1,2,0,0,0,0,0,61,0,1,58,32,0,0,0,1,0,0,1440,11,0,3,0,0,0,2,0,2,2,10,1
5,טורעאן,498,10111,5003,42,4961,17,0,1,1,909,2299,0,0,0,0,2,1,0,0,0,1,16,2,1,67,63,0,1,0,1,0,1,1528,30,2,0,2,1,0,1,1,2,1,10,0
10,טייבה,2730,30461,17580,179,17401,69,1,4,3,3031,10943,2,0,1,2,12,1,2,0,4,0,12,5,0,60,244,0,1,1,1,1,1,2893,49,1,2,15,0,1,2,5,3,0,27,2
5,טייבה בעמק,497,1305,602,1,601,16,0,0,0,141,118,0,0,0,0,2,0,0,0,0,0,0,0,0,6,16,0,0,0,1,0,0,289,5,0,0,1,1,1,0,0,1,0,2,1
10,טירה,2720,19319,12029,118,11911,63,6,0,2,4153,3492,1,0,0,3,14,1,0,0,1,0,50,5,0,39,149,0,1,0,4,2,0,3831,55,0,4,19,1,1,1,3,4,0,4,2
11,טירת יהודה,663,823,650,1,649,9,1,59,6,0,0,0,0,0,0,202,0,1,0,0,0,51,0,1,248,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,48,0
8,טירת כרמל,2100,22069,15121,111,15010,191,46,92,43,13,21,1,3,0,0,2030,4,58,0,3,2,1332,3,721,6925,114,3,8,0,5,1,0,9,1766,4,27,1,6,4,3,9,38,3,1516,5
5,טירת צבי,268,562,425,1,424,4,0,101,4,0,0,0,0,0,0,124,0,1,0,0,0,68,0,3,62,1,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,14,0,4,0
2,טל שחר,462,811,615,0,615,68,5,5,1,0,3,0,0,0,0,31,0,2,0,0,0,118,0,14,75,49,0,0,0,1,0,0,0,224,1,1,0,0,0,0,1,8,0,8,0
6,טלאל,1181,1005,733,0,733,48,6,9,0,0,1,0,0,0,0,51,0,5,0,0,0,123,0,36,136,18,0,0,0,0,0,0,1,284,0,0,0,1,0,0,0,8,0,6,0
18,טללים,1177,455,312,2,310,44,2,11,5,0,1,0,0,0,0,27,0,2,0,0,0,50,0,5,54,10,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,4,0,2,0
2,טלמון,3788,2624,2114,1,2113,5,1,88,21,0,0,0,0,0,0,1793,0,0,0,0,0,16,0,2,143,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,37,0
20,טמרה,8900,24503,15563,72,15491,39,3,1,4,3798,5301,2,1,1,2,3,1,1,1,4,2,42,2,2,92,117,1,0,0,3,0,1,5653,363,1,3,14,1,4,4,4,10,0,6,4
5,טמרה יזרעאל,547,1115,510,12,498,2,0,0,0,97,158,0,0,0,0,1,0,0,0,0,1,6,0,0,9,4,0,1,0,0,0,1,217,0,0,0,0,0,0,0,1,0,0,0,0
18,טנא,3743,541,417,1,416,8,0,25,4,0,0,0,0,0,0,194,0,4,0,0,0,42,0,7,85,3,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,11,0
4,טפחות,1214,259,201,0,201,0,0,1,1,0,0,0,0,0,0,115,0,0,0,0,0,3,0,2,59,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,17,0
6,יאנוחגת,1295,4843,1915,10,1905,91,0,4,0,10,120,6,0,0,0,2,0,0,0,0,0,492,0,621,156,72,0,1,0,1,1,0,17,229,0,2,0,0,0,0,9,4,0,67,0
18,יבול,1232,227,164,0,164,16,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,21,0,3,26,11,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,2,0,2,0
4,יבנאל,46,2709,1897,25,1872,29,2,11,47,1,6,0,0,0,0,259,0,6,0,0,0,99,0,11,340,19,0,3,0,0,0,0,1,187,0,2,0,2,0,0,0,12,0,832,3
13,יבנה,2660,37761,28552,126,28426,650,89,197,269,1,17,0,0,1,1,3729,2,136,0,2,1,3101,3,821,10333,347,4,8,2,5,8,3,8,5291,8,52,1,3,1,13,7,69,17,3217,9
8,יגור,96,1401,893,3,890,246,0,2,0,0,3,0,0,0,0,14,2,0,1,0,0,126,0,23,37,65,0,0,0,0,0,0,0,357,0,0,0,1,0,0,0,6,0,2,5
12,יגל,798,631,515,2,513,8,0,6,8,0,0,0,0,0,0,70,0,2,0,0,0,31,0,3,271,2,0,0,0,0,0,0,0,35,0,2,1,0,0,0,0,2,0,72,0
13,יד בנימין,577,2411,1875,4,1871,1,2,125,236,0,0,0,0,0,0,1092,0,1,0,0,0,37,0,1,197,1,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,157,0
2,יד השמונה,1134,170,121,1,120,1,2,3,0,0,1,1,0,0,0,2,0,0,0,0,0,32,0,23,18,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,11,0,0,0
10,יד חנה,758,604,485,2,483,41,1,1,0,0,5,0,0,0,0,29,0,2,0,0,0,67,0,13,68,38,0,0,0,0,0,0,1,211,0,0,0,0,0,0,0,6,0,0,0
17,יד מרדכי,358,725,505,1,504,61,2,2,0,1,1,1,0,0,0,12,0,2,0,0,0,96,1,6,24,107,0,0,0,0,1,0,3,178,1,1,0,0,0,0,0,3,0,1,0
17,יד נתן,775,419,308,2,306,16,2,6,2,0,0,0,0,0,0,35,0,0,0,0,0,73,0,7,37,8,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,9,1
12,יד רמבם,64,878,672,1,671,6,0,4,5,0,0,0,0,0,0,116,0,4,0,0,0,51,0,2,349,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,4,0,89,0
11,יהודמונוסון,9400,24273,18028,62,17966,626,42,136,108,4,15,0,0,0,2,1712,1,89,0,1,1,2599,1,452,5907,483,2,4,1,7,1,0,7,4863,5,44,1,8,0,6,4,58,7,766,3
18,יהל,1158,224,132,2,130,29,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,19,0,3,20,8,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0
3,יובל,2009,464,339,1,338,20,0,1,2,0,1,0,0,0,1,34,0,1,0,0,0,79,0,0,120,7,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,1,0,18,0
20,יובלים,1226,1055,775,1,774,110,3,4,1,1,3,0,0,0,0,14,0,2,0,1,0,81,0,26,32,90,0,0,0,0,0,0,3,395,0,0,0,2,0,0,0,6,0,0,0
20,יודפת,1112,668,503,2,501,85,2,5,0,0,11,0,0,0,0,4,1,0,0,0,0,46,0,8,11,124,0,0,0,0,0,0,2,183,0,0,0,1,0,0,0,17,0,1,0
4,יונתן,4007,452,326,0,326,3,1,65,0,0,0,0,0,0,0,161,0,0,0,0,0,27,0,3,50,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,2,0,4,0
18,יושיביה,803,377,310,1,309,1,0,2,7,0,0,0,0,0,0,81,0,0,0,0,0,1,0,2,98,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,113,0
5,יזרעאל,452,565,353,1,352,99,1,1,0,0,2,0,0,0,0,2,0,1,0,0,0,50,0,10,9,47,0,0,0,0,0,0,0,128,0,0,0,0,0,0,1,1,0,0,0
6,יחיעם,409,615,401,3,398,53,0,1,1,0,0,0,0,0,0,12,0,2,0,0,0,69,0,4,50,70,0,0,0,0,0,0,0,132,0,2,0,1,0,0,0,1,0,0,0
18,יטבתה,866,711,420,2,418,146,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,36,0,5,15,45,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,1,4,0
2,ייטב,3607,270,186,4,182,0,0,2,1,0,0,0,0,0,0,122,0,0,0,0,3,2,0,1,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0
17,יכיני,811,482,386,1,385,1,3,3,2,0,0,0,0,0,0,79,0,0,0,0,0,9,0,2,230,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,39,0
10,ינוב,753,621,460,4,456,30,0,3,7,0,0,0,0,0,0,41,0,5,0,0,0,67,0,6,139,11,0,0,0,1,0,0,0,131,0,1,0,0,0,0,0,3,0,11,0
17,ינון,2011,943,749,1,748,8,3,7,16,9,40,0,0,0,0,157,0,2,0,0,0,61,0,4,329,4,0,0,0,0,0,0,8,36,0,0,0,0,0,0,0,3,0,61,0
3,יסוד המעלה,29,1348,894,4,890,63,2,20,6,2,1,0,0,0,0,86,1,3,0,0,0,194,0,8,176,38,0,0,0,0,0,0,1,266,0,2,0,0,0,0,0,5,0,16,0
13,יסודות,440,352,320,0,320,0,0,0,277,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0
20,יסעור,575,581,409,3,406,38,0,3,0,0,3,0,0,0,0,14,0,0,0,0,0,58,0,5,39,57,0,0,0,0,1,0,0,185,0,0,0,0,0,0,0,2,0,1,0
20,יעד,1138,628,445,0,445,90,1,2,0,0,2,0,0,0,0,4,0,0,0,0,0,61,0,5,11,72,0,0,0,0,0,0,3,185,0,1,0,0,0,0,0,8,0,0,0
10,יעף,1044,185,134,0,134,11,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,25,0,0,21,11,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,4,0,5,0
6,יערה,795,590,388,1,387,4,2,1,3,1,1,0,0,0,0,58,0,3,0,0,0,32,0,1,196,7,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,48,0
5,יפיע,499,13860,6855,105,6750,94,3,0,2,1770,2988,0,0,0,0,5,0,2,2,2,2,21,1,3,204,110,0,0,0,4,1,0,1428,52,2,9,13,2,2,1,0,3,0,21,3
5,יפית,3566,176,101,0,101,2,0,3,2,0,0,0,0,0,0,33,0,0,0,0,0,8,0,0,38,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0
5,יפעת,134,858,649,1,648,125,1,8,1,1,0,0,0,0,0,21,0,3,0,0,0,100,0,13,61,49,0,0,0,0,0,0,0,255,0,1,0,0,0,0,0,5,0,4,0
3,יפתח,453,563,389,3,386,66,2,0,0,2,1,0,0,0,0,13,0,1,0,0,0,60,0,10,14,31,1,0,0,0,0,0,2,178,0,0,0,0,0,0,0,4,0,1,0
19,יצהר,3749,830,645,0,645,0,0,4,66,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
12,יציץ,759,579,440,2,438,14,2,3,3,0,0,0,1,0,0,102,0,1,0,0,0,38,0,1,198,4,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,1,0,45,0
10,יקום,417,577,441,2,439,59,1,0,0,1,3,0,0,0,0,2,0,2,0,0,0,55,0,3,8,127,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,3,0,0,0
19,יקיר,3647,1380,1099,1,1098,2,8,104,4,0,0,0,0,0,0,693,0,3,0,0,0,19,0,0,226,0,0,0,0,2,0,0,0,8,1,1,0,0,0,0,0,0,0,27,0
5,יקנעם מושבה,241,1019,757,0,757,91,2,10,0,0,2,0,0,0,0,24,1,0,0,0,0,102,0,17,56,64,0,1,0,0,0,0,2,371,0,3,0,0,0,0,0,7,0,4,0
5,יקנעם עילית,240,18933,12790,79,12711,435,55,131,145,1,9,1,2,0,0,1219,3,53,2,0,0,1466,2,1094,4212,198,0,2,2,4,4,1,4,2996,12,22,1,1,0,8,1,77,6,538,4
3,יראון,623,367,219,2,217,53,1,1,0,0,1,0,0,0,0,5,0,1,0,0,0,29,0,5,5,16,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,3,0,1,0
5,ירדנה,2026,283,220,2,218,1,1,2,0,0,0,0,0,0,0,28,1,0,0,0,0,26,0,0,139,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0
18,ירוחם,831,7861,5196,51,5145,62,7,194,333,4,16,0,0,0,1,908,1,11,0,0,0,382,1,273,1927,49,0,1,1,0,0,0,63,240,1,10,0,0,2,2,3,5,0,646,2
1,ירושלים,3000,432125,266196,1496,264700,6576,748,5029,63008,1712,2529,10,10,3,59,37580,25,389,4,2,43,13905,27,4962,50582,7294,6,27,8,30,46,9,749,19773,55,264,17,76,19,39,34,498,31,48376,146
19,ירחיב,718,822,607,2,605,18,2,6,1,0,0,0,0,0,0,114,0,9,0,0,0,61,0,8,272,14,0,0,0,0,0,0,0,65,0,2,0,0,0,0,0,1,0,32,0
6,ירכא,502,11387,5823,101,5722,68,1,13,4,21,412,4,0,0,0,6,3,0,2,0,2,1294,0,897,1970,426,2,8,1,2,1,1,118,372,2,6,1,5,0,3,34,4,1,37,1
19,ירקונה,183,309,224,0,224,23,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,39,0,1,23,22,0,0,0,0,0,0,0,104,0,0,0,1,0,0,0,1,0,3,0
18,ישע,916,301,216,1,215,11,0,1,2,0,0,0,0,0,0,34,0,0,0,0,0,24,0,1,63,7,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,3,1,2,0
2,ישעי,805,576,448,0,448,2,0,8,27,0,0,0,0,0,0,106,0,0,0,0,0,9,0,0,168,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,117,0
12,ישרש,828,725,559,0,559,9,2,5,1,0,0,0,0,0,2,70,0,2,0,0,0,55,0,5,265,10,0,0,0,0,0,0,0,87,0,0,0,0,0,1,0,2,0,43,0
18,יתד,1227,373,278,1,277,8,0,3,0,0,0,0,0,0,0,68,0,3,0,0,0,35,0,3,90,1,0,0,0,1,1,0,0,51,1,0,0,0,0,0,0,3,0,9,0
20,כאבול,504,8670,6115,54,6061,3,1,0,1,1679,2182,1,0,0,0,1,0,1,1,0,0,8,255,0,18,11,0,0,0,0,0,1,1871,11,0,2,7,0,0,0,0,2,0,3,2
20,כאוכב אבו אלהיגא,505,2804,1721,22,1699,3,0,0,1,468,667,2,0,0,0,0,2,0,0,0,0,2,0,0,3,5,1,0,0,0,1,1,535,3,0,0,1,0,1,0,0,1,0,2,0
6,כברי,576,890,627,1,626,131,2,2,1,0,1,0,0,0,0,16,0,3,0,0,0,98,0,8,40,61,1,0,0,0,2,0,0,253,1,0,0,0,0,0,0,4,0,2,0
3,כדיתה,1338,138,67,0,67,4,1,1,5,0,0,0,0,0,0,23,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,5,0,2,0
2,כוכב השחר,3564,1358,1072,1,1071,0,0,45,13,0,0,0,0,0,0,921,0,0,0,0,0,6,0,5,61,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,14,0
19,כוכב יאיר,1224,7829,5714,13,5701,484,21,186,9,2,8,0,0,1,0,286,0,19,0,0,0,884,0,187,886,330,1,0,0,0,1,0,3,2327,1,10,1,1,0,1,1,21,0,29,1
2,כוכב יעקב,3779,5005,4040,24,4016,3,7,27,809,0,0,0,0,0,0,1302,0,0,0,0,0,10,0,3,228,4,0,0,0,0,0,0,2,7,0,4,0,0,0,0,0,2,3,1602,3
17,כוכב מיכאל,824,748,543,2,541,45,1,5,6,0,0,0,0,0,0,25,0,1,0,0,0,108,0,7,77,26,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,6,0,5,0
3,כורזים,1252,345,226,4,222,31,1,2,2,0,1,0,0,0,0,15,0,4,0,0,0,43,0,3,33,25,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,2,0,2,0
3,כחל,1210,364,270,0,270,24,3,3,0,0,1,0,0,0,0,17,0,2,0,0,0,66,0,6,33,15,0,0,0,0,0,0,0,94,0,1,0,0,0,0,0,1,0,4,0
18,כחלה,1367,265,167,3,164,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,0,0,0,0,0,0,49,76,0,0,0,0,0,0,0,0,0,0,0
18,כיסופים,840,300,163,1,162,51,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,16,0,3,13,14,0,0,0,0,0,0,2,45,0,0,0,0,0,0,0,2,0,2,0
6,כישור,1153,131,97,2,95,12,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,11,0,2,5,12,0,0,0,0,0,0,4,43,0,0,0,1,0,0,1,0,0,0,0
6,כליל,1183,577,385,4,381,75,1,2,0,5,26,0,0,0,0,13,0,0,0,0,0,18,0,4,9,110,0,0,0,0,0,0,6,87,2,0,0,1,0,0,0,21,0,1,0
4,כלנית,1229,187,152,0,152,0,6,0,3,0,0,0,0,0,0,52,0,0,0,0,0,2,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
20,כמאנה,1331,1133,531,4,527,2,0,1,0,84,92,1,1,0,0,2,0,1,0,0,0,2,1,0,12,1,0,0,0,1,0,0,297,10,1,0,1,0,0,0,0,3,0,14,0
18,כמהין,1291,153,106,0,106,15,0,2,1,0,0,0,0,0,0,13,0,0,0,0,0,29,0,0,12,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
20,כמון,1201,577,409,0,409,68,1,5,1,0,4,0,0,0,0,7,0,0,0,0,0,64,0,8,17,66,0,0,0,0,0,0,1,152,1,0,0,0,0,0,0,14,0,0,0
4,כנף,4028,350,219,2,217,24,4,7,2,0,0,0,0,0,0,15,0,2,0,0,0,51,0,4,25,7,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
4,כנרת מושבה,63,558,379,2,377,20,1,3,4,1,0,0,0,0,0,24,0,1,0,0,0,64,0,8,103,22,0,0,0,0,0,0,0,118,0,0,1,0,0,0,0,4,0,3,0
4,כנרת קבוצה,57,657,426,2,424,80,1,1,1,0,0,0,0,0,0,15,0,5,0,0,0,85,0,8,40,17,0,3,0,0,0,0,0,159,0,2,0,0,0,0,0,4,0,3,0
18,כסיפה,1059,9552,5312,50,5262,9,0,0,3,577,426,1,0,1,0,2,1,2,2,0,3,224,1,1,54,115,3,1,3,0,2,2,3755,35,1,0,8,2,4,2,8,3,1,8,2
2,כסלון,859,303,225,1,224,6,0,1,2,0,0,0,0,0,0,37,0,0,0,0,1,11,0,3,89,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,50,1
6,כסראסמיע,1296,6066,1959,14,1945,91,0,4,0,60,67,48,0,0,0,17,15,0,0,0,0,774,0,326,190,145,0,0,0,0,0,0,15,180,0,1,0,1,0,0,10,0,0,0,1
5,כעביהטבאשחגאגרה,978,3989,2248,15,2233,8,0,0,0,101,154,0,0,0,0,2,0,0,0,1,0,179,1,6,59,16,0,0,1,0,0,1,1491,168,2,1,3,0,2,0,7,4,2,23,1
13,כפר אביב,857,562,409,0,409,27,0,0,3,0,0,0,0,0,0,17,0,1,0,0,0,79,0,8,61,29,0,0,0,0,0,0,0,169,0,1,0,0,0,0,0,4,0,10,0
2,כפר אדומים,3638,2787,1996,7,1989,50,17,219,10,0,2,0,0,0,0,514,0,4,0,0,0,320,0,31,585,14,1,1,0,0,0,0,1,171,2,6,0,0,0,0,0,9,0,32,0
2,כפר אוריה,364,551,431,0,431,44,2,4,1,0,4,0,0,0,0,30,0,2,0,0,0,75,0,4,99,41,0,0,0,0,1,0,0,104,0,0,0,0,0,0,0,12,1,7,0
17,כפר אחים,690,533,412,1,411,4,0,6,4,0,0,0,0,0,0,37,0,0,0,0,0,133,0,6,129,7,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,13,0
8,כפר ביאליק,220,474,353,1,352,21,1,1,1,0,1,0,0,0,0,19,0,1,0,0,0,68,0,7,86,18,0,1,0,0,0,0,0,120,0,1,0,0,0,0,0,3,0,3,0
13,כפר בילו,177,867,675,1,674,80,0,8,9,0,2,0,0,0,0,29,0,3,0,0,0,140,0,17,61,58,0,0,0,0,0,0,1,257,1,1,0,0,0,0,0,0,0,7,0
3,כפר בלום,357,737,506,3,503,74,0,2,2,0,0,0,0,0,0,24,0,1,0,0,0,109,0,7,78,39,0,0,0,0,1,0,0,159,0,2,0,0,0,0,0,1,0,3,1
12,כפר בן נון,2010,548,431,0,431,42,0,3,0,0,3,0,0,0,0,38,0,1,0,0,0,59,0,8,71,51,0,0,0,0,0,0,0,142,1,2,0,0,0,0,0,3,0,7,0
19,כפר ברא,633,2576,1669,13,1656,3,1,6,0,270,164,0,0,0,0,0,1,0,0,1,0,0,0,0,4,53,0,1,0,0,0,0,1150,2,0,0,0,0,0,0,0,0,0,0,0
5,כפר ברוך,132,436,336,1,335,33,0,4,1,0,0,0,0,0,0,28,0,1,0,0,0,65,0,5,68,9,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,2,0
5,כפר גדעון,106,211,150,0,150,1,0,3,42,0,0,0,0,0,0,32,0,0,0,0,0,6,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,37,0
8,כפר גלים,427,116,68,1,67,2,0,3,1,0,0,0,0,0,0,4,0,1,0,0,0,15,0,10,21,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
9,כפר גליקסון,310,291,207,0,207,33,1,1,2,0,3,0,0,0,0,4,0,1,0,0,0,32,0,1,9,32,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0
3,כפר גלעדי,76,591,354,0,354,57,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,116,1,7,21,25,0,0,0,0,1,0,0,99,0,0,0,0,0,1,0,16,0,0,0
12,כפר דניאל,707,505,362,0,362,40,5,2,4,0,1,0,0,0,0,8,0,3,0,0,0,54,0,11,31,33,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,1,0,0,0
12,כפר האורנים,3796,1766,1291,1,1290,92,6,12,7,0,1,0,0,0,0,57,0,7,0,0,0,273,0,22,178,64,0,0,0,0,0,2,1,555,0,2,0,2,0,0,0,1,0,8,0
5,כפר החורש,192,479,374,0,374,81,1,2,0,0,1,0,0,0,0,17,0,1,0,0,0,55,0,13,28,41,0,0,0,1,0,0,0,131,0,0,0,0,0,0,0,1,0,1,0
8,כפר המכבי,254,323,235,0,235,28,2,1,0,0,0,0,0,0,0,6,0,1,0,0,0,36,0,5,13,11,0,0,0,0,0,0,0,130,0,1,0,0,0,0,0,1,0,0,0
13,כפר הנגיד,582,761,568,2,566,32,0,5,3,0,0,0,0,0,0,41,0,3,0,0,0,130,0,13,86,17,0,0,0,1,0,0,0,223,0,3,0,0,0,0,0,2,0,7,0
3,כפר הנשיא,443,742,402,0,402,75,1,3,1,0,2,0,0,0,0,12,0,1,0,1,0,68,0,5,20,53,0,0,0,0,1,0,1,148,0,0,0,1,0,0,0,7,0,2,0
10,כפר הס,187,1067,817,0,817,121,1,1,0,0,7,0,0,0,0,9,0,4,0,0,0,140,0,13,40,87,0,0,0,0,0,0,0,392,0,1,0,0,0,0,0,1,0,0,0
10,כפר הראה,217,762,589,3,586,9,5,85,2,1,0,0,0,0,0,261,0,0,0,0,0,77,0,2,109,3,0,0,0,0,0,0,0,18,0,2,0,0,0,1,0,0,0,11,0
