סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס,
18,כחלה,1367,249,166,2,164,2,0,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,
18,כיסופים,840,313,157,1,156,62,0,2,0,0,0,6,0,0,0,0,0,0,0,0,3,14,0,0,0,2,0,67,0,0,0,0,0,0,0,
6,כישור,1153,124,92,2,90,21,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,54,0,0,0,0,0,0,0,
6,כליל,1183,471,344,0,344,159,2,42,0,0,0,6,0,0,0,0,0,0,0,0,1,16,1,0,0,1,0,114,1,0,0,0,0,0,1,
4,כלנית,1229,187,155,0,155,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,114,0,0,0,1,0,2,0,0,0,0,0,1,14,
6,כמאנה,1331,1054,663,4,659,0,0,631,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,10,0,0,1,1,0,1,10,
18,כמהין,1291,234,171,2,169,40,1,3,0,0,0,16,0,0,0,0,0,0,0,0,7,26,1,0,0,0,0,75,0,0,0,0,0,0,0,
6,כמון,1201,536,398,2,396,103,2,4,1,0,0,8,0,0,0,0,0,0,0,0,4,19,4,0,0,0,0,250,0,0,0,0,0,0,1,
4,כנף,4028,323,226,0,226,22,0,0,2,0,0,20,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,141,0,0,0,0,0,0,0,
4,כנרת מושבה,63,527,380,3,377,33,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,120,0,0,0,0,0,200,0,0,0,0,0,0,2,
4,כנרת קבוצה,57,634,437,0,437,80,1,2,1,0,0,3,0,0,0,0,0,0,0,0,21,58,1,0,0,0,0,268,0,0,0,0,0,0,2,
18,כסיפה,1059,8531,5198,27,5171,63,1,4871,1,1,0,4,1,0,6,0,5,0,0,1,9,23,1,3,5,1,4,141,1,5,1,1,4,6,12,
2,כסלון,859,277,213,0,213,11,1,1,1,0,0,6,0,0,0,0,0,0,0,0,3,129,0,0,0,0,0,16,1,0,0,0,0,0,44,
6,כסראסמיע,1296,5682,3462,35,3427,363,1,288,0,0,0,59,0,1,0,0,0,0,1,1,477,1328,0,0,1,0,1,895,0,0,1,1,2,5,2,
5,כעביהטבאשחגאגרה,978,3689,2214,7,2207,227,0,1808,0,0,0,4,0,0,3,0,1,0,0,1,13,60,0,0,0,1,2,78,1,0,1,1,1,1,4,
13,כפר אביב,857,536,411,0,411,41,3,1,0,0,0,9,0,0,0,0,0,0,0,0,9,86,0,0,0,2,0,255,0,0,0,0,0,0,5,
2,כפר אדומים,3638,2534,1917,6,1911,65,16,5,4,0,0,702,0,0,0,0,0,0,1,0,32,707,7,0,0,14,0,342,0,1,0,0,0,0,15,
2,כפר אוריה,364,549,432,2,430,81,0,4,0,0,0,31,0,0,0,0,0,0,0,1,9,109,0,0,0,0,0,187,0,0,0,0,0,0,8,
17,כפר אחים,690,536,425,0,425,11,5,0,1,0,0,16,0,0,0,0,0,0,0,0,8,164,0,0,0,1,0,210,0,0,0,0,0,0,9,
8,כפר ביאליק,220,465,343,7,336,23,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,82,1,0,0,1,0,207,0,0,0,0,0,0,3,
13,כפר בילו,177,872,690,0,690,94,8,2,1,0,0,12,0,0,0,0,0,0,0,0,12,98,0,0,0,0,0,453,0,0,0,0,0,0,10,
3,כפר בלום,357,725,491,0,491,102,2,2,1,0,0,14,0,0,0,0,0,1,0,0,13,93,0,0,0,1,0,261,0,0,0,0,0,0,1,
12,כפר בן נון,2010,539,415,1,414,82,0,1,3,0,0,9,0,0,0,0,0,0,0,0,13,94,2,0,0,0,0,207,0,0,0,0,0,0,3,
19,כפר ברא,633,2352,1796,9,1787,15,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,1,0,0,0,0,0,
5,כפר ברוך,132,370,287,0,287,33,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,75,0,0,0,0,0,164,0,0,0,0,0,0,2,
5,כפר גדעון,106,184,134,0,134,1,50,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,0,0,0,4,0,13,0,0,0,0,0,0,26,
8,כפר גלים,427,94,49,1,48,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,18,0,0,0,0,0,0,0,
9,כפר גליקסון,310,284,214,0,214,59,0,6,0,0,0,4,0,0,0,0,0,0,0,0,6,14,1,0,0,0,0,124,0,0,0,0,0,0,0,
3,כפר גלעדי,76,565,360,1,359,63,0,1,0,0,0,5,0,0,0,0,0,0,0,0,10,26,0,0,0,0,0,252,0,0,0,0,0,0,2,
12,כפר דניאל,707,488,363,1,362,57,4,1,0,0,0,3,0,0,0,0,0,0,0,0,8,45,0,0,0,0,0,244,0,0,0,0,0,0,0,
12,כפר האורנים,3796,1623,1178,1,1177,138,9,2,2,0,0,46,0,0,0,0,0,0,0,0,31,203,1,0,0,3,0,738,0,0,0,0,0,0,4,
5,כפר החורש,192,476,353,2,351,87,1,3,0,0,0,8,0,0,0,0,0,0,0,0,17,34,0,0,0,0,0,201,0,0,0,0,0,0,0,
8,כפר המכבי,254,307,215,0,215,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,152,0,0,0,0,0,0,0,
13,כפר הנגיד,582,779,599,1,598,49,2,1,0,0,0,17,0,0,0,0,0,0,0,0,17,126,1,0,0,3,0,377,0,0,0,0,0,0,5,
3,כפר הנשיא,443,712,373,2,371,88,0,7,3,0,0,6,0,0,0,0,0,0,0,0,5,28,0,0,0,0,0,232,0,0,0,0,0,0,2,
10,כפר הס,187,1052,801,0,801,147,0,10,0,0,0,8,0,0,0,0,0,0,0,0,10,60,1,0,0,1,0,563,0,0,0,0,1,0,0,
10,כפר הראה,217,741,580,2,578,16,9,1,0,0,0,315,0,0,0,0,0,0,0,0,1,157,1,0,0,7,0,57,0,0,0,0,0,0,14,
17,כפר הריף,888,579,470,1,469,59,0,4,0,0,0,20,0,0,0,0,0,0,0,0,9,86,0,0,0,0,0,286,0,0,0,0,0,0,5,
10,כפר ויתקין,190,1399,1064,4,1060,206,3,7,0,0,0,15,0,0,0,0,0,0,0,0,18,52,1,0,0,1,0,756,0,0,0,0,0,0,1,
17,כפר ורבורג,320,815,628,0,628,66,1,1,1,0,0,14,0,0,0,0,0,1,0,0,11,94,1,0,0,1,0,427,0,0,0,0,0,0,10,
6,כפר ורדים,1263,4632,3242,11,3231,490,5,50,2,0,0,95,0,0,0,0,0,0,2,0,127,527,2,0,0,7,0,1906,0,0,0,0,0,0,18,
4,כפר זיתים,786,474,356,0,356,3,6,0,1,0,0,24,0,0,0,0,0,0,1,0,0,248,0,0,0,2,0,38,0,0,0,0,0,1,32,
12,כפר חבד,696,4163,2842,4,2838,9,1113,2,3,0,0,204,0,0,0,0,0,0,0,0,5,736,1,0,0,139,0,8,0,0,0,0,0,1,617,
3,כפר חושן,609,577,427,1,426,12,6,0,0,0,0,14,0,0,0,0,0,0,0,0,5,247,0,0,0,4,0,57,0,0,0,0,1,0,80,
4,כפר חיטים,255,508,344,0,344,24,0,0,1,0,0,11,0,0,0,0,0,0,0,0,6,144,0,0,0,1,0,151,0,0,0,0,0,0,6,
10,כפר חיים,193,430,347,1,346,51,1,2,0,0,0,3,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,255,0,0,0,0,0,0,1,
3,כפר חנניה,1297,525,384,1,383,33,5,2,0,0,0,35,0,0,0,0,0,0,0,0,13,176,1,0,0,0,0,105,0,0,0,0,0,0,13,
8,כפר חסידים א,112,519,389,0,389,24,20,0,0,0,0,69,0,0,0,0,0,0,1,0,11,101,0,0,0,2,0,147,0,0,0,0,0,0,14,
8,כפר חסידים ב,889,204,155,1,154,2,3,0,0,0,0,33,0,0,0,0,0,0,0,0,4,65,0,0,0,1,0,43,0,0,0,0,0,0,3,
4,כפר חרוב,4004,400,236,0,236,44,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,160,0,0,0,0,0,0,0,
12,כפר טרומן,673,572,438,1,437,31,2,2,0,0,0,20,0,0,0,0,0,0,0,0,11,131,3,0,0,0,0,231,0,0,0,0,0,0,6,
6,כפר יאסיף,507,7927,5562,32,5530,116,0,5091,1,0,0,0,0,0,5,0,0,0,1,0,57,97,2,0,0,1,2,134,0,0,2,0,0,1,20,
10,כפר ידידיה,233,487,398,0,398,61,0,2,1,0,0,5,0,0,0,0,0,0,0,0,2,35,0,0,0,0,0,291,1,0,0,0,0,0,0,
5,כפר יהושע,140,830,673,4,669,110,0,1,0,0,0,28,0,0,0,1,0,0,0,0,16,56,0,0,0,0,0,457,0,0,0,0,0,0,0,
10,כפר יונה,168,16493,12146,62,12084,606,136,17,14,0,0,466,2,0,0,0,0,1,1,1,512,4820,10,1,0,36,0,4829,3,0,2,1,3,0,623,
5,כפר יחזקאל,85,727,595,2,593,72,3,3,3,0,0,12,0,0,0,0,0,0,0,0,15,66,1,0,0,1,0,413,1,0,0,0,0,0,3,
10,כפר יעבץ,170,474,379,3,376,4,18,1,0,0,0,48,0,0,0,0,0,0,0,0,2,227,0,0,0,1,0,27,0,0,0,0,0,0,48,
4,כפר כמא,508,2597,1099,4,1095,139,1,155,0,0,0,1,0,1,2,0,0,0,0,1,16,21,0,0,0,2,1,754,0,1,0,0,0,0,0,
5,כפר כנא,509,14685,10431,83,10348,296,1,9787,0,0,0,5,0,1,6,0,0,0,0,1,37,73,2,1,1,2,3,65,0,1,0,0,2,2,62,
10,כפר מונש,387,628,461,0,461,53,1,9,0,0,0,4,0,0,0,0,0,0,0,0,5,48,0,0,0,0,0,341,0,0,0,0,0,0,0,
18,כפר מימון,1095,434,351,1,350,7,3,0,1,0,0,203,0,0,0,0,0,0,0,0,0,107,1,0,0,7,0,17,0,0,0,0,0,0,4,
19,כפר מלל,98,281,223,0,223,37,0,1,1,0,0,7,0,0,0,0,0,0,0,0,8,33,1,0,0,1,0,134,0,0,0,0,0,0,0,
6,כפר מנדא,510,12686,8957,74,8883,41,0,7656,0,0,0,6,0,2,13,4,1,0,1,2,5,20,0,1,0,1,9,193,0,4,0,2,1,5,916,
17,כפר מנחם,274,888,667,2,665,195,1,6,0,0,0,8,0,0,0,0,0,0,0,0,12,49,0,0,0,0,0,392,0,0,0,0,0,0,2,
6,כפר מסריק,297,599,409,0,409,124,0,1,0,0,0,7,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,245,0,0,0,0,0,0,0,
5,כפר מצר,512,1812,1179,2,1177,38,1,1060,0,0,0,1,0,0,1,0,0,0,1,0,0,7,1,1,0,1,0,20,0,0,0,0,0,1,44,
13,כפר מרדכי,764,461,363,1,362,56,1,1,0,0,0,3,0,0,0,0,0,0,0,0,9,36,0,0,0,0,0,253,0,0,0,0,0,1,2,
10,כפר נטר,316,716,566,2,564,72,0,1,0,0,0,9,0,0,0,0,0,0,0,0,15,88,0,0,0,1,0,372,1,0,0,0,0,0,5,
3,כפר סאלד,345,502,378,1,377,94,0,2,0,0,0,6,0,0,0,1,0,0,0,0,5,23,2,1,0,0,0,243,0,0,0,0,0,0,0,
19,כפר סבא,6900,80780,58330,220,58110,5514,421,265,68,3,0,2296,2,3,1,2,8,3,6,9,2754,15881,38,9,3,153,4,28897,10,7,8,2,4,8,1731,
17,כפר סילבר,107,87,34,0,34,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,18,0,0,0,0,0,0,0,
11,כפר סירקין,249,972,777,0,777,81,0,5,0,0,0,24,0,0,0,0,0,0,0,0,22,111,0,0,0,0,0,529,0,0,0,0,0,0,5,
17,כפר עזה,845,727,532,0,532,116,0,5,1,0,0,18,0,0,0,0,0,0,0,0,10,36,0,0,0,2,0,343,0,0,0,0,0,0,1,
2,כפר עציון,3488,473,369,2,367,6,4,0,0,0,0,217,0,0,0,0,0,1,0,0,1,97,1,0,0,2,0,37,0,0,0,0,0,0,1,
9,כפר פינס,189,381,315,2,313,1,8,0,0,0,0,193,0,0,0,0,0,0,0,0,1,72,0,0,0,7,0,26,0,0,0,0,1,0,4,
19,כפר קאסם,634,15139,11185,72,11113,725,6,10192,1,2,0,6,0,1,13,2,0,1,0,1,0,44,0,1,3,4,6,75,1,4,4,4,2,5,10,
4,כפר קיש,388,442,321,3,318,26,1,2,0,0,0,18,0,0,0,0,0,0,0,0,10,61,0,0,0,3,0,196,0,0,0,0,0,0,1,
9,כפר קרע,654,12877,9264,32,9232,70,1,8915,2,1,0,3,0,0,5,2,0,1,1,0,2,112,0,1,1,3,7,34,5,6,3,1,4,10,42,
6,כפר ראש הנקרה,579,1001,721,3,718,129,0,2,1,0,0,28,0,0,0,0,0,0,0,1,10,170,1,0,0,1,0,369,0,0,0,0,0,0,6,
6,כפר רוזנואלד זרעית,1130,220,149,0,149,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,101,0,0,0,0,0,26,0,0,0,0,0,0,7,
5,כפר רופין,295,394,263,0,263,45,1,0,0,0,0,9,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,175,0,0,0,0,0,0,0,
12,כפר רות,1166,185,149,1,148,14,3,0,0,0,0,13,0,0,0,0,0,0,0,1,3,27,0,0,0,2,0,81,0,0,0,0,0,0,4,
3,כפר שמאי,605,335,263,0,263,11,13,1,0,0,0,30,0,0,0,0,0,0,1,0,1,143,1,0,0,4,0,13,0,0,0,0,0,0,45,
12,כפר שמואל,743,590,497,2,495,54,1,4,0,0,0,10,0,0,0,0,0,0,0,0,12,95,0,0,0,1,0,314,0,1,0,0,0,0,3,
15,כפר שמריהו,267,1904,1238,3,1235,113,6,5,2,0,0,22,0,0,0,0,0,0,0,0,33,222,2,0,0,1,0,823,0,0,0,0,0,0,6,
4,כפר תבור,47,3362,2439,2,2437,211,5,14,0,0,0,120,0,0,0,0,0,0,0,0,75,678,2,1,0,6,0,1296,0,0,1,0,1,0,27,
19,כפר תפוח,3572,622,486,1,485,0,25,0,0,0,0,197,0,0,0,0,0,0,0,0,1,183,0,0,0,53,0,1,0,0,0,0,0,2,23,
3,כרכום,1285,462,292,0,292,39,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,68,0,0,0,0,0,171,0,0,0,0,0,0,2,
3,כרם בן זמרה,664,406,296,1,295,4,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,183,1,1,0,1,0,49,0,0,0,0,0,0,13,
13,כרם יבנה ישיבה,1094,157,144,0,144,1,30,0,0,0,0,101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,
9,כרם מהרל,580,654,502,1,501,88,1,4,1,0,0,20,0,0,0,0,0,1,0,0,3,60,0,0,0,1,0,319,0,0,0,0,0,0,3,
18,כרם שלום,1085,145,82,1,81,13,3,4,0,0,0,20,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,21,0,0,0,0,0,0,1,
12,כרמי יוסף,1264,1413,1079,0,1079,149,6,5,1,0,0,29,0,0,0,0,0,0,0,0,31,144,0,0,0,0,0,709,0,0,0,0,1,0,4,
2,כרמי צור,3766,554,443,1,442,1,24,0,1,0,0,297,0,0,0,0,0,0,0,0,1,104,0,0,0,6,0,0,0,0,0,0,0,0,8,
17,כרמי קטיף,1374,246,213,0,213,0,1,0,0,0,0,180,0,0,0,0,0,0,0,0,1,26,0,0,0,4,0,0,0,0,0,0,0,0,1,
6,כרמיאל,1139,41328,24537,167,24370,822,807,468,23,0,0,739,2,2,4,1,5,3,2,7,5098,8879,24,5,1,63,2,6627,11,1,18,5,8,5,738,
17,כרמיה,768,459,344,0,344,80,0,4,0,0,0,6,0,0,0,0,0,0,0,0,5,75,1,0,0,1,0,171,0,0,0,1,0,0,0,
18,כרמים,1198,215,168,1,167,43,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,68,0,0,0,0,0,0,0,
18,כרמל,3656,265,216,0,216,1,14,0,0,0,0,155,0,0,0,0,0,0,0,0,0,41,0,0,0,3,0,1,0,0,0,0,0,0,1,
6,לבון,1207,447,333,0,333,33,2,3,0,0,0,7,0,0,0,0,0,0,0,0,13,90,0,0,0,0,0,184,0,0,0,0,0,0,1,
4,לביא,585,535,382,2,380,13,3,0,0,0,0,204,0,0,0,0,0,0,0,0,2,90,2,0,0,1,0,53,0,0,0,0,1,0,11,
4,לבנים,1230,322,240,0,240,23,0,1,0,0,0,15,0,0,0,0,0,0,0,0,4,92,1,0,0,0,0,97,0,0,0,0,0,0,7,
18,להב,2023,494,338,3,335,119,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,192,0,0,0,0,0,0,0,
3,להבות הבשן,380,694,496,2,494,147,2,11,0,0,0,8,0,0,0,0,0,0,0,0,19,42,1,0,1,0,0,260,0,0,2,0,0,0,1,
9,להבות חביבה,715,609,470,1,469,111,1,4,0,0,0,5,0,0,0,0,0,0,0,1,7,22,0,0,0,0,0,316,0,0,0,0,0,0,2,
18,להבים,1271,4957,3753,6,3747,440,10,68,0,0,0,140,0,0,0,0,0,0,0,0,103,982,0,0,0,4,0,1970,1,1,0,0,0,1,27,
12,לוד,7000,55743,34612,292,34320,553,904,7170,19,1,0,1941,3,2,9,4,6,1,8,10,3566,13356,27,12,8,172,8,3633,8,10,14,7,14,23,2831,
2,לוזית,52,458,357,1,356,24,4,3,1,0,0,22,0,0,0,0,0,0,0,0,4,156,0,0,0,2,0,76,1,2,0,0,0,2,59,
6,לוחמי הגיטאות,595,537,415,0,415,101,0,1,1,0,0,5,0,0,0,0,0,0,0,0,8,39,0,0,0,1,0,259,0,0,0,0,0,0,0,
6,לוטם,1171,501,357,1,356,74,1,14,1,0,0,6,0,0,0,0,0,0,0,0,6,34,1,0,2,1,0,214,0,0,0,0,1,0,1,
18,לוטן,1255,158,87,0,87,41,1,2,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,31,0,0,0,0,0,0,0,
6,לימן,674,543,389,3,386,28,1,0,0,0,0,19,0,0,0,0,0,0,0,0,11,126,1,0,0,0,0,194,0,0,0,0,0,0,6,
17,לכיש,24,579,462,0,462,111,0,1,1,0,0,16,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,295,0,0,0,0,0,1,0,
12,לפיד,1310,1806,1331,1,1330,172,2,12,1,0,0,48,0,0,0,0,0,0,0,0,40,302,1,0,0,6,0,737,2,0,0,0,0,0,7,
6,לפידות,1173,130,95,0,95,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,27,0,0,0,0,0,0,6,
18,לקיה,1060,7663,3797,24,3773,31,0,3667,0,0,0,3,0,0,8,0,0,0,1,2,4,4,1,1,0,2,1,28,1,1,1,2,4,4,7,
9,מאור,2055,918,711,2,709,78,3,2,0,0,0,45,0,0,0,0,0,0,0,0,8,216,2,0,0,3,0,322,0,0,0,0,0,0,30,
9,מאיר שפיה,102,112,54,2,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,17,0,0,0,0,0,24,0,0,0,0,0,0,0,
2,מבוא ביתר,771,613,462,0,462,45,4,1,0,0,0,34,0,0,0,0,0,0,0,0,19,189,1,0,0,1,0,164,0,0,0,0,0,0,4,
9,מבוא דותן,3569,290,210,2,208,4,10,0,0,0,0,43,0,0,0,0,0,0,0,0,4,103,2,0,0,19,0,15,0,0,0,0,0,0,8,
12,מבוא חורון,3709,1136,1007,2,1005,3,126,0,1,0,0,638,0,0,0,0,0,0,0,0,0,133,0,0,0,24,0,6,0,0,0,0,0,0,74,
4,מבוא חמה,4204,402,266,0,266,63,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,13,0,0,1,1,0,176,0,0,0,0,0,0,2,
12,מבוא מודיעים,1141,177,99,1,98,2,12,0,0,0,0,25,0,0,0,0,0,0,0,0,0,34,0,0,0,3,0,11,0,0,0,0,0,0,11,
18,מבועים,1080,925,669,2,667,41,6,2,2,0,0,32,0,0,0,0,0,0,0,0,13,368,0,0,0,3,0,152,0,0,0,0,0,0,48,
18,מבטחים,829,389,240,0,240,7,2,0,0,0,0,20,0,0,0,0,0,0,0,0,5,136,0,0,0,4,0,40,0,0,0,0,2,0,24,
17,מבקיעים,573,369,284,2,282,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,2,135,0,0,0,1,0,99,0,0,0,0,0,0,17,
2,מבשרת ציון,1015,18944,13589,30,13559,1459,90,81,13,0,0,633,0,2,0,0,1,2,0,1,345,5412,4,1,0,78,0,4672,1,0,3,1,0,3,757,
6,מגד אלכרום,516,10360,7951,24,7927,18,3,7820,0,0,0,4,0,1,8,0,1,0,2,0,0,14,5,0,1,1,2,15,0,2,1,3,2,3,21,
3,מגדל שמס,4201,900,164,1,163,8,0,9,0,0,0,2,0,0,1,0,0,0,0,0,5,29,0,0,0,0,0,109,0,0,0,0,0,0,0,
4,מגאר,481,16044,8706,83,8623,316,1,4615,0,2,0,29,1,1,5,3,2,1,4,9,505,320,3,0,2,10,3,2129,1,2,7,5,4,8,635,
9,מגדים,689,788,572,1,571,43,6,0,0,0,0,15,0,0,0,0,0,0,0,0,7,202,0,0,0,2,0,267,0,0,0,0,0,0,29,
4,מגדל,65,1404,936,2,934,28,31,7,0,0,0,45,0,0,0,0,0,0,0,0,25,522,0,0,0,8,0,110,0,0,0,0,0,0,158,
5,מגדל העמק,874,21246,13528,86,13442,275,502,5,13,0,0,367,2,1,1,0,0,0,2,3,2335,6093,7,1,1,56,2,1688,4,2,2,0,0,8,2072,
2,מגדל עוז,3561,259,164,1,163,0,0,0,0,0,0,113,0,0,0,0,0,0,0,1,0,38,1,0,0,1,0,8,0,0,0,0,0,0,1,
19,מגדלים,3751,247,182,1,181,2,0,0,0,0,0,107,0,0,0,0,0,0,0,0,4,41,1,0,0,4,0,21,0,0,0,0,0,0,1,
5,מגידו,586,634,472,0,472,113,0,2,0,0,0,8,0,0,0,0,0,0,0,0,12,44,0,0,0,0,0,292,0,0,0,0,0,0,1,
9,מגל,375,807,627,1,626,141,1,3,1,0,0,13,0,0,0,0,0,0,0,0,2,24,1,0,0,0,0,440,0,0,0,0,0,0,0,
18,מגן,695,463,333,0,333,120,0,6,0,0,0,1,0,0,0,0,1,1,0,0,9,12,0,0,0,0,0,183,0,0,0,0,0,0,0,
5,מגן שאול,1155,386,315,0,315,11,1,0,0,0,0,14,0,0,0,0,0,0,0,0,9,189,1,0,0,2,0,78,0,0,0,0,0,0,10,
11,מגשימים,722,676,532,2,530,52,6,0,0,0,0,9,1,0,0,0,0,0,0,0,9,100,0,0,0,1,0,350,0,0,0,0,0,0,2,
5,מדרך עוז,2029,561,412,1,411,15,10,0,0,0,0,17,0,0,0,0,0,0,0,0,11,227,2,0,0,1,0,102,0,0,0,1,0,0,25,
18,מדרשת בן גוריון,1140,1140,804,2,802,276,0,14,2,0,0,18,0,0,0,0,0,0,0,0,15,84,0,0,0,2,0,389,1,0,0,0,0,0,1,
12,מודיעין עילית,3797,28796,24027,374,23653,6,18926,3,6,0,0,33,2,0,0,1,2,0,0,1,5,265,1,0,0,57,1,10,3,0,0,1,1,1,4328,
12,מודיעיןמכביםרעות,1200,62927,47859,149,47710,4176,313,127,48,1,0,4722,2,4,0,3,3,2,8,9,1907,13490,49,7,0,124,3,21744,13,3,1,2,3,7,939,
5,מולדת,269,817,601,0,601,85,2,1,0,0,0,14,0,0,0,0,0,0,0,0,13,56,1,0,0,1,0,425,0,0,0,0,0,0,3,
2,מוצא עילית,208,907,662,1,661,134,1,10,0,0,0,12,0,0,0,0,0,0,0,0,15,110,1,0,0,1,0,370,0,0,0,0,0,0,7,
5,מוקייבלה,635,2571,1558,6,1552,5,0,1525,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,11,0,2,0,0,1,1,0,
6,מורן,1163,334,252,0,252,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,28,1,0,0,0,0,160,0,0,0,0,0,0,1,
6,מורשת,1178,1000,763,2,761,7,4,0,0,0,0,490,0,0,0,0,0,0,0,0,1,202,1,0,0,15,0,25,1,0,0,0,0,0,15,
11,מזור,606,810,618,2,616,63,1,3,0,0,0,16,0,0,0,0,0,0,0,0,14,80,0,0,0,0,0,437,0,0,0,0,0,0,2,
13,מזכרת בתיה,28,10540,8116,37,8079,659,40,14,9,1,0,534,0,0,0,0,4,0,0,2,257,2646,5,3,1,20,1,3678,5,0,2,1,0,1,196,
5,מזרע,104,687,498,1,497,156,2,1,0,0,0,5,0,0,0,0,0,0,0,0,3,18,1,0,0,1,0,309,0,1,0,0,0,0,0,
6,מזרעה,517,2911,2238,10,2228,16,0,2183,0,0,0,1,0,1,2,0,0,0,0,0,0,4,0,2,0,1,1,11,0,0,1,0,0,1,4,
5,מחולה,3599,339,256,0,256,0,4,0,0,0,0,161,0,0,0,0,0,0,0,0,0,72,1,0,0,5,0,10,0,0,0,0,0,0,3,
13,מחנה הילה,1411,127,99,0,99,5,0,0,1,0,0,12,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,67,0,0,0,0,0,0,0,
18,מחנה טלי,1418,155,96,0,96,10,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,43,0,0,0,0,0,0,1,
5,מחנה יהודית,1413,132,95,1,94,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,33,1,0,0,0,0,43,0,0,0,0,0,0,3,
18,מחנה יוכבד,1416,114,74,0,74,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,13,1,0,0,0,0,51,0,0,0,0,0,0,2,
18,מחנה יפה,1415,203,164,1,163,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,4,46,1,0,0,0,0,78,0,0,0,0,0,0,0,
17,מחנה מרים,1414,105,83,1,82,7,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,46,0,0,0,0,0,0,2,
13,מחנה תל נוף,1412,187,141,1,140,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,73,0,0,0,0,0,0,2,
3,מחניים,308,573,394,1,393,72,3,0,0,0,0,6,0,0,0,0,0,0,0,0,16,87,1,0,0,0,0,201,2,0,0,0,0,0,5,
2,מחסיה,776,318,261,0,261,5,9,0,0,0,0,8,0,0,0,0,0,0,0,0,1,158,0,0,0,4,0,24,0,0,0,0,0,0,52,
3,מטולה,43,1432,866,4,862,117,0,6,3,0,0,45,0,2,0,0,0,0,0,0,45,168,2,0,0,5,0,458,1,1,0,0,0,0,9,
2,מטע,822,545,399,1,398,74,3,7,1,0,0,25,0,0,0,0,0,0,0,0,6,179,0,0,0,0,0,96,0,0,0,0,0,0,7,
9,מי עמי,1128,255,198,2,196,61,1,8,1,0,0,2,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,111,0,0,0,0,0,0,0,
5,מיטב,2054,373,289,1,288,3,1,0,0,0,0,30,0,0,0,0,0,0,0,0,3,195,0,0,0,1,0,41,0,1,0,0,0,0,13,
9,מייסר,649,1326,842,5,837,6,0,819,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,
4,מיצר,4019,125,90,0,90,13,0,2,1,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,1,0,57,0,0,0,0,0,0,0,
