סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
10,בארותיים,697,711,539,0,539,33,3,1,0,0,0,51,18,0,1,0,0,0,0,0,1,24,47,41,0,0,0,318,0,0,0,0,0,0,0,0,1
10,בורגתה,698,791,608,1,607,22,1,0,0,1,0,69,19,0,1,0,0,0,0,0,1,17,102,49,0,0,0,314,0,0,0,1,0,0,0,0,10
17,ניר ישראל,699,593,469,2,467,33,1,1,0,0,0,38,26,0,0,0,0,0,0,0,1,17,82,27,0,0,0,233,0,0,0,0,0,0,0,0,8
17,חצב,700,859,659,4,655,34,6,0,0,0,0,90,35,0,1,0,1,0,0,0,17,12,244,11,0,0,0,174,0,0,0,0,0,0,0,0,30
4,ארבל,701,443,340,0,340,39,2,0,0,0,0,7,11,0,0,0,0,0,0,0,9,11,122,15,0,0,0,116,0,1,0,0,0,1,0,1,5
4,האון,702,152,92,1,91,27,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,32,0,0,0,0,0,0,0,2,4
5,גבעת עוז,703,406,272,1,271,40,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,10,20,53,0,0,0,136,1,0,0,0,0,0,0,0,0
11,נחשונים,705,348,249,1,248,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,15,89,0,0,0,106,0,1,0,0,0,0,0,0,0
17,גיאה,706,559,447,0,447,52,1,0,0,0,0,33,18,0,0,0,0,0,0,0,3,13,89,22,0,0,0,212,1,0,0,0,0,1,0,0,2
12,כפר דניאל,707,488,369,0,369,36,3,0,1,0,0,6,8,0,0,0,0,0,0,0,1,9,37,46,0,0,0,222,0,0,0,0,0,0,0,0,0
6,עמקה,708,566,424,2,422,14,22,0,1,0,0,2,36,0,0,0,0,0,0,0,11,0,260,3,0,0,0,42,0,0,0,0,0,0,0,0,31
18,תפרח,709,1004,877,5,872,0,683,0,0,0,0,0,7,0,0,0,0,0,0,0,6,2,45,1,0,0,0,7,0,0,0,0,0,0,0,0,121
2,בית זית,710,1179,871,1,870,96,12,5,0,0,0,17,39,0,0,0,1,0,0,0,8,30,139,159,0,0,0,351,0,1,0,0,0,0,0,1,11
12,עזריה,711,779,620,1,619,15,4,0,0,0,0,89,12,0,0,0,0,0,0,0,17,8,329,4,0,0,0,80,0,0,0,0,0,0,0,0,61
6,בן עמי,712,554,416,2,414,29,8,2,0,0,0,8,15,0,0,0,0,0,0,0,4,21,86,35,0,0,0,200,0,0,0,0,0,0,0,0,6
18,רעים,713,362,255,1,254,76,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,6,31,0,0,0,131,0,0,0,0,0,0,0,0,0
17,ארז,714,417,310,1,309,80,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,8,15,41,0,0,0,155,0,1,0,0,0,0,0,0,1
9,להבות חביבה,715,600,466,3,463,49,2,3,0,0,0,3,4,0,0,0,0,0,0,0,0,8,17,97,0,0,0,280,0,0,0,0,0,0,0,0,0
19,אייל,716,390,307,2,305,76,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,4,13,32,0,0,0,174,1,0,0,0,0,0,0,0,0
19,חגור,717,714,579,2,577,34,2,0,0,0,0,93,21,1,1,0,0,0,0,0,10,14,93,37,0,0,0,259,0,0,0,0,0,0,0,0,12
19,ירחיב,718,793,590,3,587,18,7,0,1,0,0,15,35,0,3,0,0,0,0,0,6,13,306,12,0,0,0,142,0,1,0,0,1,0,0,0,27
4,תל קציר,719,309,227,2,225,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,14,28,15,0,0,0,119,0,0,1,0,0,0,0,0,2
13,ניר גלים,720,627,524,0,524,17,7,1,0,0,0,4,288,0,1,0,0,0,0,0,31,2,120,2,0,0,0,26,2,0,0,0,0,0,0,0,23
4,שדה אילן,721,379,296,1,295,5,5,0,0,0,0,3,148,0,0,0,0,0,0,0,8,0,80,1,0,0,0,38,0,0,0,0,0,0,0,0,7
11,מגשימים,722,676,528,1,527,41,2,0,0,0,0,8,4,0,0,0,0,0,0,0,4,18,87,44,0,0,0,319,0,0,0,0,0,0,0,0,0
18,בית הגדי,723,573,457,0,457,10,10,0,0,0,0,5,42,0,0,0,0,0,0,2,45,1,297,1,0,1,0,6,0,0,0,0,0,0,0,0,37
17,הודיה,726,496,331,3,328,26,0,0,0,0,0,20,14,0,0,0,0,0,0,0,5,7,168,2,0,0,0,58,0,0,0,0,0,0,0,0,28
17,תלמי יחיאל,727,618,457,4,453,27,0,0,0,0,0,44,22,0,0,0,0,0,0,0,3,6,106,11,0,0,0,217,0,0,0,0,0,0,0,0,17
12,משמר השבעה,729,692,529,1,528,49,1,1,1,0,0,12,13,0,1,0,0,0,0,0,3,30,140,18,0,0,0,255,0,0,0,0,0,0,0,0,4
3,אליפלט,730,460,334,0,334,16,2,0,0,0,0,1,13,0,0,0,0,0,0,0,10,0,235,0,0,0,0,32,0,0,0,0,0,0,0,0,25
13,מישר,731,477,394,1,393,25,5,3,0,0,0,22,10,0,1,0,0,0,0,0,0,15,50,37,0,0,0,225,0,0,0,0,0,0,0,0,0
3,משמר הירדן,732,550,395,3,392,34,4,0,0,0,0,0,15,0,2,0,1,0,0,0,11,17,188,14,0,0,0,94,0,0,1,0,0,0,0,0,11
10,גן יאשיה,734,631,476,0,476,36,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,14,45,59,0,0,0,289,0,0,1,0,0,0,0,0,2
12,רמות מאיר,735,560,398,2,396,33,0,0,0,0,0,8,24,0,0,0,0,0,0,0,7,14,71,35,0,0,0,198,0,0,0,0,0,0,0,0,6
18,גילת,736,1010,762,1,761,64,6,0,0,0,0,17,36,0,1,0,0,0,0,0,36,19,412,2,1,0,0,135,0,1,1,0,0,1,0,0,29
10,עולש,737,758,586,1,585,48,6,1,0,0,0,91,30,0,0,1,0,0,0,0,3,12,71,38,0,0,0,277,0,0,0,0,0,0,0,0,7
9,דור,738,276,225,2,223,13,1,0,0,0,0,13,4,0,0,0,0,0,0,0,0,10,46,9,0,0,0,126,0,0,0,0,0,0,0,0,1
17,שדה עוזיהו,739,979,817,2,815,8,7,0,0,0,0,474,11,0,0,0,0,0,0,0,9,4,201,1,0,0,0,34,0,0,0,0,0,0,1,0,65
2,אשתאול,740,745,592,4,588,17,15,1,0,0,0,44,33,0,0,0,0,0,0,0,17,8,262,26,0,0,0,76,0,0,0,0,0,0,0,0,89
2,שואבה,741,475,350,0,350,24,3,3,0,0,0,64,8,0,0,0,0,0,0,0,4,7,66,44,0,0,0,118,0,0,0,2,0,0,0,0,7
2,מסילת ציון,742,687,569,4,565,66,2,1,0,0,0,119,21,0,0,0,0,0,0,0,6,12,66,59,0,0,0,193,0,2,0,0,0,0,0,0,18
12,כפר שמואל,743,587,495,4,491,45,0,2,0,0,0,40,10,0,0,0,0,0,0,0,3,14,71,56,0,0,0,247,0,0,0,0,0,0,0,0,3
17,תלמי יפה,744,491,359,0,359,37,0,1,0,0,0,7,29,0,0,0,0,0,0,0,4,17,83,16,0,0,0,165,0,0,0,0,0,0,0,0,0
12,גמזו,745,676,551,0,551,15,16,0,0,0,0,0,314,0,1,0,0,0,0,0,40,3,108,9,0,0,0,22,0,0,0,0,0,0,0,0,23
17,ברכיה,746,758,628,0,628,3,46,0,0,0,0,67,69,0,0,0,0,0,0,0,59,4,260,1,0,0,0,10,0,1,0,0,0,0,0,0,108
17,בית שקמה,747,572,433,4,429,6,5,0,0,0,0,178,8,0,0,0,0,0,0,0,7,7,141,3,0,0,0,19,0,0,0,0,0,0,0,0,55
18,מסלול,748,487,364,1,363,23,2,0,0,0,0,22,19,0,0,0,0,0,0,0,13,14,149,9,1,0,0,91,0,0,0,0,0,0,0,0,20
18,פטיש,749,656,556,2,554,25,3,0,0,0,0,86,14,0,1,0,0,0,0,0,9,2,244,0,0,0,0,44,0,0,0,0,0,0,0,0,126
18,פדויים,750,332,240,0,240,10,9,0,0,0,0,23,28,0,0,0,0,0,0,0,15,6,100,0,0,0,0,29,0,0,0,0,0,0,0,0,20
2,בית מאיר,751,377,258,1,257,8,25,0,0,0,0,18,75,0,0,0,0,0,0,0,17,1,76,1,0,0,0,10,0,0,0,0,0,0,0,0,26
2,תעוז,752,431,354,2,352,18,1,0,0,0,0,61,30,0,0,0,0,0,0,0,13,3,108,17,0,0,0,63,0,1,0,0,0,0,0,0,37
10,ינוב,753,620,476,2,474,58,16,1,0,0,0,12,24,0,0,0,0,0,0,0,5,17,139,26,0,0,0,169,0,0,0,0,0,0,0,0,7
6,גורן,755,344,252,1,251,19,1,0,0,0,0,9,3,0,0,0,0,0,0,0,6,1,142,1,0,0,0,22,0,0,0,0,0,0,0,0,47
17,בית עזרא,756,833,659,0,659,62,3,0,1,0,0,168,15,0,0,0,0,0,0,0,7,18,152,4,0,0,0,191,0,0,0,1,0,0,0,0,37
12,מצליח,757,978,729,7,722,52,1,0,0,1,0,79,16,0,1,0,0,0,0,0,18,33,326,4,1,0,0,142,0,0,0,0,0,0,1,0,47
10,יד חנה,758,568,460,1,459,22,0,6,0,0,0,1,6,0,0,0,0,0,0,0,9,29,63,48,0,0,0,273,0,0,0,0,0,0,0,0,2
12,יציץ,759,583,425,2,423,16,6,0,0,0,0,30,12,0,1,0,0,0,0,0,10,2,243,9,0,0,0,59,0,0,0,0,0,0,0,0,35
13,בן זכאי,760,598,495,1,494,4,3,0,1,0,0,112,27,0,1,0,0,0,0,0,12,6,210,2,1,0,0,17,0,1,0,0,0,0,0,0,97
18,שובה,761,428,331,0,331,4,10,1,0,0,0,2,62,0,0,0,0,0,0,0,32,1,185,0,0,0,0,10,1,1,0,0,0,0,0,0,22
18,בטחה,762,618,504,2,502,20,10,0,0,0,0,11,49,0,1,0,0,0,0,0,24,1,267,2,0,0,0,29,0,0,0,0,0,0,0,0,88
17,שתולים,763,1403,1066,4,1062,68,12,1,0,0,0,90,52,0,1,0,0,0,0,0,36,46,497,5,0,0,0,205,0,0,1,0,0,0,0,0,48
13,כפר מרדכי,764,463,373,0,373,22,2,0,0,0,0,16,5,0,1,0,0,0,0,0,1,9,23,44,0,0,0,249,0,0,0,0,0,0,0,0,1
13,משגב דב,765,497,389,2,387,18,1,1,0,0,0,46,11,0,1,0,0,0,0,0,4,14,48,38,0,0,0,204,1,0,0,0,0,0,0,0,0
17,קוממיות,766,242,141,1,140,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10,פורת,767,906,647,7,640,2,7,0,0,0,0,53,34,0,0,0,0,0,0,0,18,10,350,3,0,0,0,39,0,0,0,0,0,0,0,0,124
17,כרמיה,768,449,320,0,320,45,0,2,0,0,0,1,10,0,1,0,0,0,0,0,1,11,50,65,0,0,0,134,0,0,0,0,0,0,0,0,0
9,ניר עציון,769,410,290,3,287,16,5,3,0,0,0,1,143,0,1,0,0,0,0,0,14,1,41,2,0,0,0,53,0,1,0,0,0,1,0,0,5
2,מבוא ביתר,771,610,446,0,446,41,1,1,0,0,0,4,39,0,0,0,0,1,0,0,6,24,155,30,0,0,0,142,1,0,0,0,0,0,0,0,1
17,אמונים,772,714,541,0,541,29,0,0,0,0,0,106,12,0,0,0,0,0,0,0,6,24,139,8,0,0,0,168,0,0,0,0,0,0,0,0,49
9,עמיקם,773,520,404,0,404,26,0,4,0,0,0,44,4,0,1,0,0,0,0,0,1,16,52,62,0,0,0,192,0,0,0,0,0,0,0,0,2
6,צוריאל,774,288,213,1,212,45,0,0,0,0,0,19,9,0,0,0,0,0,0,0,12,3,95,1,0,0,0,13,0,0,0,0,0,0,0,0,15
17,יד נתן,775,420,322,0,322,31,1,0,1,0,0,13,8,0,1,0,0,0,0,0,1,15,50,8,0,0,0,188,0,0,0,0,0,0,0,0,5
2,מחסיה,776,319,260,0,260,6,7,0,0,0,0,9,18,0,0,0,0,0,0,0,12,2,132,0,0,0,0,20,0,0,0,0,0,0,0,0,54
2,נחשון,777,462,351,1,350,26,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,6,18,159,0,0,0,132,0,0,0,0,0,0,0,0,0
2,תרום,778,565,452,0,452,17,9,0,0,0,0,38,85,0,0,0,0,0,0,0,12,2,202,4,0,0,0,35,0,0,0,0,0,0,0,0,48
2,עמינדב,779,641,470,0,470,27,2,3,0,0,0,82,36,0,0,0,0,0,0,0,3,19,130,45,0,0,0,112,0,1,0,0,0,0,0,0,10
2,אורה,780,847,629,0,629,26,6,0,0,0,0,102,26,0,2,0,0,0,0,0,17,16,187,23,0,0,0,166,1,0,1,0,0,0,0,0,56
2,אבן ספיר,783,495,363,2,361,12,0,1,0,0,0,149,8,0,0,0,0,0,0,0,7,5,111,8,0,0,0,46,0,0,0,0,0,0,1,0,13
12,בית נחמיה,784,623,498,0,498,41,3,2,0,0,0,112,11,0,0,0,0,0,0,0,5,15,119,31,0,0,0,155,1,0,0,0,0,0,1,0,2
6,אחיהוד,785,658,515,1,514,3,12,0,0,0,0,6,45,0,0,0,0,0,0,0,31,4,308,3,0,0,0,35,0,0,1,0,0,0,0,0,66
4,כפר זיתים,786,481,356,3,353,9,7,0,0,0,0,2,31,0,0,0,0,0,0,0,14,6,216,0,1,0,0,33,0,0,0,0,0,0,0,2,32
2,גבעת יערים,787,937,714,1,713,49,8,1,0,0,0,119,51,0,0,0,0,0,0,0,17,14,194,73,0,0,0,147,0,1,0,1,0,0,0,1,37
12,זיתן,788,825,646,2,644,32,3,0,0,0,0,7,28,0,0,0,0,0,0,1,14,4,391,4,0,0,0,74,0,0,0,0,0,0,0,0,86
18,רנן,789,433,301,1,300,32,0,1,0,0,0,16,17,0,0,0,0,0,0,0,5,13,121,0,0,0,0,91,0,0,0,0,1,0,0,1,2
17,משען,791,701,549,0,549,12,6,1,0,1,0,111,33,0,0,0,0,0,0,0,9,9,261,2,0,0,0,53,0,0,1,0,0,0,0,0,50
6,נתיב השיירה,792,405,305,0,305,33,2,0,0,0,0,3,8,0,1,0,0,0,0,0,1,4,105,2,0,0,0,125,0,0,0,0,0,0,0,1,20
17,גבעתי,793,644,487,1,486,16,4,0,0,0,0,162,12,0,1,0,0,0,0,0,8,8,160,0,0,0,0,68,1,0,1,0,0,0,1,0,44
2,עגור,794,298,234,1,233,4,10,1,0,0,0,2,7,0,0,0,0,0,0,0,5,2,156,7,0,0,0,16,0,0,0,0,0,0,0,0,23
6,יערה,795,556,394,0,394,22,3,1,0,0,0,2,9,0,0,0,0,0,0,0,4,12,169,3,0,0,0,61,0,0,0,0,0,0,0,1,107
2,צלפון,796,671,498,3,495,22,1,0,0,0,0,58,24,0,2,0,0,0,0,0,25,9,238,11,0,0,0,75,0,0,0,0,0,0,0,0,30
12,אחיעזר,797,1154,998,1,997,4,36,0,0,0,0,2,85,0,0,0,0,0,0,0,25,0,370,0,1,0,0,17,0,1,0,0,0,0,0,0,456
12,יגל,798,616,496,1,495,28,10,0,0,0,0,12,10,1,0,0,0,0,0,0,4,4,307,1,0,0,0,62,0,0,0,0,0,0,0,0,56
2,זכריה,799,769,580,1,579,11,3,0,0,0,0,47,19,0,0,0,0,0,0,0,15,6,371,1,0,1,0,54,0,0,0,0,0,0,0,0,51
9,בית חנניה,800,616,476,0,476,29,1,3,0,0,0,2,8,0,1,0,0,0,0,0,5,21,53,42,0,0,0,307,0,0,0,0,0,0,0,0,4
12,חמד,801,561,466,1,465,11,27,0,0,0,0,12,212,0,0,0,0,0,0,0,31,1,86,4,0,0,0,50,0,1,0,0,0,0,0,0,30
11,גבעת כ''ח,802,661,504,1,503,20,8,0,1,0,0,124,23,0,1,0,0,0,0,0,18,13,156,11,0,0,0,103,0,1,0,0,0,0,1,0,23
18,יושיביה,803,334,265,1,264,3,3,0,0,0,0,1,29,0,0,0,0,0,0,0,23,1,93,0,0,0,0,9,0,0,0,0,0,0,0,0,102
12,אחיסמך,804,870,685,2,683,25,2,0,0,0,0,8,14,0,0,0,0,0,0,0,40,3,395,0,0,0,0,25,0,0,0,0,0,0,0,0,171
2,ישעי,805,548,429,1,428,10,24,0,0,0,0,5,46,0,0,0,0,0,0,0,14,3,213,0,0,0,0,10,0,0,0,0,0,0,0,0,103
18,עין יהב,806,528,400,0,400,45,0,4,0,0,0,15,3,0,0,0,0,0,0,0,1,5,17,36,0,0,0,274,0,0,0,0,0,0,0,0,0
10,חניאל,807,657,488,2,486,42,0,3,0,0,0,6,4,0,2,0,0,0,0,0,1,19,55,63,0,0,0,290,0,0,0,0,0,0,0,1,0
19,ניר אליהו,808,419,309,1,308,67,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,8,16,49,0,0,0,164,0,0,0,0,0,0,0,0,0
2,נחם,809,413,328,3,325,12,11,0,0,0,0,4,41,0,0,0,0,0,0,0,17,3,179,5,0,0,0,16,0,0,0,0,0,0,0,0,37
9,עופר,810,400,312,1,311,36,3,1,0,0,0,8,10,0,0,0,0,0,0,0,4,7,74,45,0,0,0,122,0,0,0,0,0,0,0,0,1
17,יכיני,811,470,371,0,371,22,1,0,1,0,0,7,24,0,0,0,0,0,0,0,16,4,227,2,0,0,0,29,0,0,0,0,0,0,0,0,38
6,שלומי,812,5093,3399,25,3374,144,34,5,2,1,0,3,155,1,4,1,2,0,0,0,74,428,1509,27,1,0,0,585,0,0,1,0,2,0,3,7,385
6,עין יעקב,813,698,550,1,549,73,2,1,0,0,0,12,43,0,1,0,0,0,0,0,34,25,203,12,0,0,0,101,0,0,0,0,0,0,0,0,42
17,תלמים,814,572,450,1,449,9,21,2,1,0,0,5,36,0,0,0,0,0,0,0,59,0,202,0,0,0,0,21,0,0,0,0,0,0,0,2,91
17,זבדיאל,815,412,350,1,349,1,16,0,0,0,0,4,20,0,0,0,0,0,0,0,11,0,197,0,0,0,0,7,0,0,0,0,0,0,0,0,93
2,זנוח,816,399,298,1,297,8,8,0,0,0,0,26,19,0,0,0,0,0,0,0,9,4,158,3,0,0,0,13,0,0,0,0,0,0,0,0,49
17,עזריקם,817,936,756,3,753,35,2,0,0,0,0,182,18,0,1,0,0,0,0,0,15,11,338,2,0,0,0,100,0,0,0,1,0,0,1,0,47
17,זרחיה,818,483,407,0,407,5,9,0,0,0,0,22,43,1,0,0,0,0,0,0,25,0,190,0,0,0,0,10,0,0,0,0,0,0,0,0,102
17,אביגדור,819,628,489,1,488,54,0,0,0,1,0,43,27,0,0,0,0,0,0,0,1,7,36,35,0,0,0,277,0,0,0,0,0,0,0,0,7
17,חלץ,820,353,245,1,244,16,2,0,1,0,0,17,18,0,0,0,0,0,0,0,7,4,133,2,0,0,0,16,0,0,0,0,0,0,0,0,28
17,אחוזם,821,397,295,0,295,8,0,0,0,0,0,12,7,0,0,0,0,0,0,0,8,2,183,2,0,0,0,15,0,0,0,0,0,0,1,0,57
2,מטע,822,538,393,0,393,41,3,5,0,0,0,12,24,0,0,0,0,0,0,1,3,10,147,56,1,0,0,83,0,0,0,0,0,0,0,0,7
2,בר גיורא,823,410,299,1,298,14,3,2,0,0,0,20,15,0,0,0,0,0,0,0,10,3,146,20,0,0,0,43,0,0,1,0,0,0,0,0,21
17,כוכב מיכאל,824,702,512,1,511,86,1,0,1,0,0,5,11,0,1,0,0,0,0,0,2,13,71,28,0,0,0,290,0,0,0,0,0,0,0,0,2
2,נס הרים,825,774,587,0,587,24,2,4,0,0,0,114,35,0,1,0,0,0,0,0,15,6,184,22,1,0,0,163,0,0,0,1,0,0,0,0,15
17,עוזה,826,367,284,0,284,2,15,0,0,0,0,3,27,0,0,0,0,0,0,0,7,2,136,0,0,0,0,7,0,0,0,0,0,0,0,0,85
17,נווה מבטח,827,458,373,1,372,33,0,1,0,0,0,61,9,0,0,0,0,0,0,0,2,5,38,31,0,0,0,188,0,0,0,0,0,0,0,0,4
12,ישרש,828,730,549,2,547,13,0,0,0,0,0,144,20,0,0,0,0,0,0,0,6,7,179,11,0,0,0,124,0,1,0,0,0,0,0,0,42
18,מבטחים,829,385,247,0,247,11,1,0,1,0,0,50,11,0,0,0,0,0,0,0,14,4,106,0,0,0,0,25,0,0,0,0,0,0,0,0,24
18,ירוחם,831,7328,4854,56,4798,220,333,77,1,1,0,2,540,3,8,0,1,0,0,0,93,331,2001,45,4,0,0,506,1,2,1,0,4,2,0,2,620
5,נורית,833,106,87,0,87,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,5,27,8,0,0,0,31,0,0,0,0,0,0,0,0,1
12,גנות,836,342,267,0,267,20,4,0,0,1,0,8,9,0,1,0,0,0,0,0,3,10,65,17,0,0,0,123,0,0,0,0,0,0,0,0,6
10,עזריאל,837,597,486,2,484,10,10,0,0,0,0,17,64,0,0,0,0,0,0,0,23,5,271,1,0,0,0,46,0,0,0,0,0,0,0,0,37
12,פדיה,838,589,469,2,467,17,0,0,0,0,0,66,16,0,0,0,0,0,0,0,8,7,239,10,0,0,0,76,0,0,0,0,0,0,1,0,27
12,פתחיה,839,612,480,2,478,20,2,0,1,0,0,104,11,0,1,0,0,0,0,0,10,7,177,8,2,0,0,102,0,0,1,0,0,0,0,0,32
18,כיסופים,840,289,147,1,146,61,0,1,0,0,0,1,3,0,1,0,0,0,0,0,2,5,10,14,0,0,0,47,0,0,0,0,0,0,0,0,1
19,אלישמע,841,813,631,1,630,27,3,2,0,0,0,114,24,0,0,0,0,0,0,0,5,12,221,11,0,0,0,160,0,0,0,0,0,0,1,0,50
10,געש,842,658,516,0,516,53,1,0,0,0,0,2,8,0,0,0,0,0,0,0,1,11,22,164,0,0,0,253,0,0,0,0,0,0,0,0,1
3,מרגליות,843,335,197,0,197,54,2,0,0,0,0,2,8,0,0,0,0,0,0,0,7,4,57,6,0,0,0,43,0,0,0,0,0,2,0,3,9
17,נחל עוז,844,345,236,3,233,69,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,9,13,22,0,0,0,113,0,0,0,0,0,0,0,0,1
17,כפר עזה,845,715,501,0,501,93,0,2,0,0,0,0,10,0,1,0,0,0,0,0,3,16,21,65,0,0,0,288,0,0,0,0,0,0,0,1,1
3,שפר,846,319,228,0,228,0,16,1,0,0,0,2,13,0,0,0,0,0,0,0,7,4,123,5,0,0,0,37,0,0,0,0,0,0,0,0,20
13,בית רבן,848,341,254,1,253,0,8,0,0,0,0,0,133,0,0,0,0,0,0,0,36,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,34
18,דבירה,849,654,513,1,512,60,1,0,0,0,0,2,15,0,0,0,0,0,0,0,2,19,29,108,0,0,0,275,1,0,0,0,0,0,0,0,0
10,אחיטוב,850,708,547,0,547,20,1,0,0,0,0,167,16,0,0,0,0,0,0,0,1,2,118,15,0,0,0,181,1,0,0,1,0,0,0,0,24
10,ניצני עוז,851,736,571,0,571,48,2,3,0,0,0,128,13,0,0,0,0,0,0,0,2,9,134,23,0,0,0,198,0,0,1,1,0,0,0,0,9
3,גונן,852,338,229,2,227,37,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,7,13,36,0,0,0,124,0,0,0,0,0,0,0,0,1
13,גאליה,853,840,635,1,634,42,1,1,0,0,0,2,19,0,0,0,0,0,0,0,7,35,109,40,0,0,0,375,0,0,0,0,0,0,0,0,3
5,רחוב,854,324,233,0,233,5,0,0,0,0,0,2,14,0,0,0,0,0,0,0,4,2,171,0,0,0,0,11,0,0,0,0,0,0,0,0,24
12,שעלבים,856,739,639,0,639,5,39,0,0,0,0,1,445,0,0,0,0,0,0,0,53,1,59,2,1,0,0,13,0,0,0,0,0,0,0,0,20
13,כפר אביב,857,532,407,0,407,37,5,1,31,0,0,0,6,0,1,0,0,0,0,0,4,20,58,33,0,0,0,204,0,0,0,0,0,0,0,0,7
19,נווה ירק,858,842,667,2,665,52,2,1,0,0,0,50,14,1,3,0,0,0,0,0,4,27,71,44,0,0,0,393,0,1,0,0,0,0,0,0,2
2,כסלון,859,278,198,1,197,8,5,0,0,0,0,20,5,0,0,0,0,0,0,0,5,3,89,8,0,0,0,13,0,0,0,0,0,0,0,0,41
3,שדה אליעזר,861,633,465,0,465,41,5,0,0,0,0,5,23,0,2,0,0,0,0,0,11,22,125,20,0,0,0,204,0,1,0,0,0,0,0,1,5
13,גני יוחנן,862,532,404,1,403,14,0,0,0,0,0,53,6,0,0,0,0,0,0,0,6,15,116,10,0,0,0,169,0,1,0,0,0,0,0,0,13
12,גינתון,863,657,522,2,520,45,1,0,0,0,0,64,12,0,1,0,0,0,0,0,4,20,89,36,0,0,0,232,0,1,0,0,0,0,0,1,14
2,בקוע,864,535,433,1,432,37,2,0,0,0,0,22,27,0,0,0,0,0,0,0,31,10,184,8,0,0,0,88,0,1,0,0,0,0,0,0,22
18,שיבולים,865,259,195,2,193,4,1,0,0,0,0,3,27,0,0,0,0,0,0,0,14,4,111,1,0,0,0,13,0,0,0,0,0,0,0,0,15
18,יטבתה,866,671,415,1,414,101,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1,8,13,68,0,0,0,214,0,0,0,0,1,0,0,0,1
9,אלוני יצחק,868,127,28,0,28,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0
11,גבעת השלושה,870,495,387,0,387,76,1,0,0,0,0,1,5,0,0,0,0,0,0,0,2,9,35,36,0,0,0,219,0,0,0,0,0,0,0,0,3
11,עינת,871,561,456,1,455,82,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,6,29,86,0,0,0,243,3,0,0,0,0,0,0,0,1
10,גאולי תימן,872,262,206,0,206,7,1,21,0,0,0,1,20,0,0,0,0,0,0,2,6,7,94,3,0,0,0,41,0,0,0,0,0,0,0,0,3
17,שלווה,873,373,295,1,294,0,5,0,0,0,0,10,17,0,0,0,0,0,0,0,10,8,176,0,0,0,0,8,0,0,0,0,0,0,0,0,60
5,מגדל העמק,874,21214,13504,117,13387,458,416,9,2,1,0,3,423,1,15,1,2,1,0,3,289,2507,5232,78,5,0,0,1781,2,14,3,3,5,4,2,7,2120
10,בית חירות,877,607,474,4,470,59,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,4,4,91,0,0,0,301,0,0,0,0,0,0,0,0,0
10,עין שריד,880,1099,831,1,830,62,15,1,0,0,0,6,36,0,0,0,0,0,0,0,10,20,222,63,0,0,0,368,0,0,0,0,0,0,0,1,26
18,שדה בוקר,885,408,270,0,270,68,0,1,0,0,0,1,5,0,2,0,0,0,0,0,1,7,6,45,0,0,0,134,0,0,0,0,0,0,0,0,0
17,כפר הרי''ף,888,581,468,0,468,44,0,1,0,0,0,19,19,0,0,0,1,0,0,0,1,14,65,36,0,0,0,264,0,0,0,0,0,0,0,1,3
8,כפר חסידים ב',889,215,161,0,161,1,3,0,0,0,0,2,38,0,0,0,0,0,0,0,3,10,49,2,1,0,0,47,0,0,0,0,0,0,0,0,5
6,עבדון,892,520,375,2,373,34,4,0,0,0,0,15,8,0,0,0,0,0,0,0,11,8,187,2,0,0,0,45,0,0,0,1,0,0,0,1,57
5,שבלי - אום אל-גנם,913,4122,2338,12,2326,146,0,1659,0,2,0,0,6,1,2,1,3,0,0,25,4,57,11,62,0,1,0,321,2,0,4,0,2,5,3,0,9
18,ישע,916,280,210,5,205,23,1,0,0,0,0,19,2,0,0,0,0,0,0,0,0,10,60,11,0,0,0,78,0,0,0,0,0,0,0,0,1
6,עצמון שגב,917,888,671,1,670,78,0,3,0,0,0,0,13,0,0,0,0,0,0,0,1,16,39,126,0,0,0,389,2,0,0,0,0,0,0,0,3
