 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
שדמות דבורה, 000306, 0001.0, 000416, 000328, 000000, 000328, 000108, 000000, 000000, 000000, 000002, 000000, 000000, 000004, 000000, 000000, 000019, 000001, 000006, 000032, 000015, 000000, 000000, 000001, 000000, 000000, 000000, 000102, 000001, 000000, 000000, 000000, 000000, 000006, 000022, 000000, 000000, 000004, 000003, 000002
שדמות מחולה, 003578, 0001.0, 000368, 000237, 000001, 000236, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000197, 000000, 000000, 000010, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000001, 000000, 000004
שדרות, 001031, 0001.0, 000798, 000499, 000009, 000490, 000016, 000004, 000001, 000000, 000000, 000000, 000002, 000005, 000000, 000000, 000097, 000001, 000012, 000127, 000021, 000000, 000000, 000003, 000001, 000000, 000000, 000030, 000004, 000000, 000000, 000000, 000000, 000010, 000062, 000000, 000000, 000004, 000000, 000090
שדרות, 001031, 0002.0, 000603, 000317, 000006, 000311, 000010, 000006, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000062, 000003, 000007, 000116, 000001, 000000, 000000, 000006, 000001, 000000, 000000, 000012, 000007, 000000, 000000, 000000, 000000, 000005, 000025, 000002, 000000, 000001, 000000, 000045
שדרות, 001031, 0003.0, 000409, 000252, 000002, 000250, 000005, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000032, 000000, 000008, 000095, 000002, 000000, 000000, 000004, 000000, 000001, 000000, 000007, 000002, 000000, 000000, 000000, 000000, 000004, 000035, 000000, 000000, 000000, 000001, 000053
שדרות, 001031, 0004.0, 000722, 000465, 000004, 000461, 000008, 000011, 000001, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000049, 000003, 000021, 000129, 000005, 000000, 000000, 000008, 000000, 000000, 000000, 000014, 000011, 000001, 000000, 000000, 000001, 000009, 000086, 000000, 000000, 000002, 000000, 000098
שדרות, 001031, 0005.0, 000405, 000213, 000003, 000210, 000002, 000002, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000015, 000005, 000006, 000082, 000001, 000000, 000000, 000005, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000000, 000000, 000005, 000021, 000000, 000000, 000004, 000001, 000051
שדרות, 001031, 0006.0, 000725, 000397, 000013, 000384, 000011, 000003, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000062, 000000, 000007, 000118, 000001, 000000, 000000, 000007, 000000, 000000, 000000, 000015, 000006, 000000, 000000, 000000, 000000, 000009, 000032, 000000, 000000, 000001, 000000, 000110
שדרות, 001031, 0007.0, 000709, 000332, 000010, 000322, 000011, 000009, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000056, 000001, 000006, 000113, 000002, 000000, 000000, 000002, 000001, 000000, 000000, 000014, 000003, 000000, 000000, 000000, 000000, 000007, 000025, 000000, 000000, 000004, 000002, 000062
שדרות, 001031, 0008.0, 000568, 000272, 000003, 000269, 000008, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000041, 000002, 000006, 000111, 000004, 000000, 000000, 000004, 000000, 000000, 000000, 000018, 000005, 000000, 000000, 000000, 000000, 000002, 000026, 000001, 000000, 000001, 000000, 000037
שדרות, 001031, 0009.0, 000500, 000230, 000005, 000225, 000011, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000016, 000007, 000002, 000097, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000012, 000006, 000000, 000000, 000000, 000001, 000001, 000034, 000001, 000000, 000003, 000000, 000031
שדרות, 001031, 0010.0, 000595, 000257, 000009, 000248, 000015, 000006, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000, 000041, 000000, 000009, 000108, 000001, 000000, 000000, 000003, 000000, 000000, 000001, 000004, 000003, 000000, 000000, 000000, 000000, 000000, 000023, 000000, 000002, 000000, 000000, 000030
שדרות, 001031, 0011.0, 000538, 000319, 000007, 000312, 000018, 000003, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000001, 000031, 000001, 000020, 000083, 000001, 000000, 000000, 000005, 000000, 000003, 000000, 000018, 000004, 000000, 000000, 000000, 000000, 000004, 000068, 000001, 000000, 000004, 000001, 000042
שדרות, 001031, 0012.0, 000452, 000222, 000007, 000215, 000005, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000019, 000003, 000001, 000110, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000014, 000001, 000000, 000000, 000000, 000000, 000003, 000021, 000000, 000002, 000006, 000000, 000028
שדרות, 001031, 0013.0, 000626, 000321, 000011, 000310, 000010, 000001, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000035, 000005, 000013, 000131, 000005, 000000, 000000, 000005, 000000, 000000, 000000, 000022, 000001, 000000, 000000, 000001, 000002, 000007, 000034, 000000, 000000, 000004, 000002, 000029
שדרות, 001031, 0014.0, 000613, 000307, 000005, 000302, 000012, 000001, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000040, 000000, 000007, 000157, 000006, 000000, 000000, 000002, 000001, 000000, 000000, 000018, 000003, 000000, 000000, 000000, 000001, 000001, 000020, 000000, 000001, 000004, 000000, 000027
שדרות, 001031, 0015.0, 000693, 000440, 000007, 000433, 000016, 000007, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000059, 000005, 000012, 000178, 000009, 000000, 000000, 000007, 000000, 000000, 000000, 000031, 000003, 000000, 000000, 000000, 000000, 000010, 000033, 000000, 000000, 000002, 000001, 000057
שדרות, 001031, 0016.0, 000590, 000406, 000003, 000403, 000015, 000002, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000065, 000000, 000009, 000123, 000002, 000000, 000000, 000009, 000000, 000000, 000001, 000019, 000003, 000000, 000000, 000001, 000001, 000013, 000047, 000000, 000000, 000002, 000000, 000090
שדרות, 001031, 0017.0, 000736, 000359, 000010, 000349, 000005, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000038, 000009, 000012, 000210, 000004, 000000, 000000, 000009, 000002, 000001, 000000, 000022, 000001, 000000, 000000, 000000, 000000, 000000, 000013, 000002, 000000, 000004, 000001, 000016
שדרות, 001031, 0018.0, 000592, 000288, 000014, 000274, 000005, 000001, 000001, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000036, 000001, 000000, 000133, 000004, 000000, 000000, 000005, 000000, 000001, 000000, 000018, 000008, 000001, 000000, 000000, 000002, 000005, 000022, 000000, 000000, 000003, 000000, 000027
שדרות, 001031, 0019.0, 000676, 000422, 000004, 000418, 000006, 000004, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000065, 000000, 000010, 000113, 000002, 000000, 000000, 000013, 000000, 000002, 000000, 000023, 000002, 000000, 000000, 000000, 000001, 000007, 000058, 000001, 000000, 000002, 000001, 000106
שדרות, 001031, 0020.0, 000566, 000255, 000008, 000247, 000007, 000003, 000001, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000028, 000008, 000009, 000100, 000004, 000000, 000000, 000006, 000000, 000000, 000000, 000004, 000002, 000000, 000000, 000000, 000001, 000007, 000023, 000001, 000000, 000001, 000001, 000040
שדרות, 001031, 0021.0, 000644, 000321, 000006, 000315, 000004, 000003, 000001, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000031, 000000, 000000, 000126, 000004, 000000, 000000, 000003, 000000, 000000, 000000, 000015, 000006, 000001, 000000, 000003, 000000, 000000, 000018, 000000, 000000, 000003, 000000, 000096
שדרות, 001031, 0022.0, 000592, 000445, 000003, 000442, 000012, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000119, 000004, 000020, 000126, 000004, 000000, 000000, 000013, 000000, 000000, 000000, 000011, 000002, 000000, 000000, 000000, 000001, 000006, 000052, 000000, 000001, 000002, 000000, 000067
שדרות, 001031, 0023.0, 000721, 000340, 000007, 000333, 000012, 000001, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000047, 000014, 000008, 000167, 000001, 000000, 000000, 000006, 000000, 000000, 000001, 000025, 000000, 000002, 000000, 000000, 000000, 000001, 000012, 000000, 000001, 000006, 000001, 000027
שדרות, 001031, 0024.0, 000691, 000421, 000005, 000416, 000022, 000002, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000058, 000002, 000012, 000136, 000003, 000000, 000000, 000012, 000000, 000000, 000000, 000026, 000003, 000000, 000000, 000000, 000001, 000002, 000047, 000000, 000000, 000002, 000001, 000084
שדרות, 001031, 0025.0, 000596, 000335, 000006, 000329, 000012, 000001, 000000, 000000, 000001, 000001, 000000, 000001, 000000, 000000, 000036, 000006, 000008, 000113, 000006, 000000, 000000, 000004, 000000, 000000, 000000, 000022, 000004, 000000, 000000, 000000, 000000, 000009, 000061, 000000, 000000, 000006, 000000, 000038
שדרות, 001031, 0026.0, 000589, 000391, 000002, 000389, 000009, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000139, 000009, 000007, 000086, 000001, 000000, 000001, 000022, 000000, 000000, 000000, 000019, 000003, 000000, 000000, 000001, 000000, 000004, 000032, 000000, 000000, 000004, 000000, 000050
שדרות, 001031, 0027.0, 000525, 000349, 000004, 000345, 000009, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000108, 000002, 000010, 000092, 000002, 000000, 000000, 000015, 000000, 000000, 000000, 000013, 000002, 000001, 000000, 000000, 000000, 000008, 000040, 000000, 000000, 000002, 000003, 000034
שדרות, 001031, 0030.0, 000415, 000212, 000006, 000206, 000003, 000006, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000026, 000000, 000007, 000089, 000001, 000000, 000000, 000004, 000000, 000000, 000000, 000005, 000004, 000000, 000000, 000002, 000000, 000004, 000020, 000000, 000001, 000003, 000000, 000031
שואבה, 000741, 0001.0, 000430, 000323, 000000, 000323, 000058, 000003, 000000, 000000, 000001, 000000, 000000, 000007, 000000, 000000, 000023, 000000, 000003, 000080, 000035, 000000, 000000, 000003, 000000, 000000, 000000, 000065, 000000, 000000, 000000, 000000, 000000, 000013, 000022, 000000, 000001, 000003, 000000, 000006
שובה, 000761, 0001.0, 000372, 000279, 000001, 000278, 000002, 000003, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000087, 000001, 000000, 000076, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000000, 000004, 000000, 000090
שובל, 000394, 0001.0, 000554, 000384, 000002, 000382, 000113, 000000, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000001, 000003, 000000, 000007, 000021, 000123, 000000, 000000, 000002, 000001, 000001, 000000, 000052, 000000, 000000, 000000, 000000, 000000, 000004, 000043, 000000, 000001, 000004, 000000, 000002
שוהם, 001304, 0001.0, 000751, 000613, 000002, 000611, 000064, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000001, 000103, 000000, 000012, 000117, 000038, 000000, 000000, 000005, 000000, 000000, 000000, 000184, 000000, 000000, 000000, 000000, 000000, 000021, 000044, 000000, 000000, 000006, 000001, 000011
שוהם, 001304, 0002.0, 000603, 000488, 000002, 000486, 000088, 000000, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000037, 000000, 000013, 000083, 000043, 000000, 000000, 000002, 000000, 000000, 000000, 000156, 000001, 000000, 000000, 000000, 000000, 000014, 000030, 000000, 000001, 000008, 000003, 000003
שוהם, 001304, 0003.0, 000389, 000295, 000001, 000294, 000041, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000048, 000000, 000010, 000055, 000019, 000000, 000000, 000001, 000000, 000000, 000000, 000068, 000000, 000000, 000000, 000000, 000000, 000006, 000039, 000000, 000000, 000002, 000000, 000001
שוהם, 001304, 0004.0, 000748, 000582, 000001, 000581, 000088, 000000, 000000, 000000, 000000, 000000, 000001, 000009, 000000, 000001, 000050, 000000, 000022, 000133, 000030, 000000, 000000, 000006, 000000, 000000, 000000, 000155, 000000, 000000, 000000, 000000, 000000, 000013, 000052, 000000, 000000, 000011, 000000, 000010
שוהם, 001304, 0005.0, 000726, 000613, 000000, 000613, 000102, 000001, 000000, 000000, 000001, 000000, 000001, 000006, 000000, 000000, 000052, 000000, 000015, 000151, 000030, 000000, 000000, 000003, 000000, 000000, 000000, 000192, 000000, 000002, 000000, 000002, 000000, 000008, 000035, 000000, 000000, 000004, 000001, 000007
שוהם, 001304, 0006.0, 000488, 000387, 000000, 000387, 000062, 000000, 000000, 000000, 000000, 000000, 000001, 000002, 000000, 000004, 000054, 000000, 000006, 000076, 000018, 000000, 000000, 000007, 000000, 000000, 000000, 000109, 000000, 000000, 000000, 000000, 000000, 000008, 000027, 000000, 000000, 000005, 000000, 000008
שוהם, 001304, 0007.0, 000466, 000357, 000003, 000354, 000049, 000000, 000000, 000000, 000000, 000000, 000001, 000005, 000000, 000001, 000023, 000000, 000013, 000077, 000023, 000000, 000000, 000001, 000000, 000000, 000000, 000104, 000000, 000000, 000000, 000000, 000000, 000006, 000037, 000000, 000000, 000003, 000004, 000007
שוהם, 001304, 0008.0, 000719, 000551, 000002, 000549, 000066, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000055, 000000, 000014, 000121, 000028, 000000, 000000, 000001, 000000, 000000, 000000, 000193, 000000, 000000, 000000, 000000, 000000, 000009, 000045, 000000, 000000, 000001, 000001, 000011
שוהם, 001304, 0009.0, 000541, 000412, 000002, 000410, 000057, 000000, 000001, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000030, 000000, 000009, 000071, 000023, 000000, 000000, 000000, 000000, 000000, 000001, 000140, 000001, 000000, 000000, 000000, 000000, 000011, 000042, 000001, 000000, 000003, 000001, 000016
שוהם, 001304, 0010.0, 000584, 000479, 000002, 000477, 000074, 000003, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000071, 000000, 000006, 000093, 000019, 000000, 000000, 000006, 000000, 000000, 000000, 000152, 000001, 000000, 000000, 000000, 000000, 000013, 000025, 000000, 000001, 000001, 000001, 000009
שוהם, 001304, 0011.0, 000591, 000508, 000003, 000505, 000031, 000002, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000295, 000000, 000001, 000079, 000008, 000000, 000000, 000019, 000000, 000000, 000001, 000032, 000002, 000000, 000000, 000000, 000000, 000009, 000005, 000000, 000000, 000002, 000001, 000016
שוהם, 001304, 0012.0, 000731, 000562, 000010, 000552, 000081, 000001, 000000, 000000, 000000, 000000, 000000, 000010, 000000, 000000, 000046, 000000, 000021, 000114, 000035, 000000, 000000, 000002, 000000, 000000, 000000, 000194, 000000, 000000, 000000, 000000, 000000, 000010, 000019, 000000, 000000, 000007, 000001, 000011
שוהם, 001304, 0013.0, 000409, 000347, 000000, 000347, 000075, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000022, 000000, 000007, 000059, 000011, 000000, 000000, 000001, 000000, 000000, 000000, 000121, 000001, 000000, 000000, 000001, 000000, 000012, 000025, 000000, 000000, 000007, 000000, 000003
שוהם, 001304, 0014.0, 000590, 000481, 000000, 000481, 000080, 000000, 000001, 000000, 000000, 000000, 000001, 000006, 000000, 000001, 000077, 000000, 000007, 000109, 000023, 000000, 000000, 000003, 000000, 000000, 000000, 000127, 000000, 000000, 000000, 000000, 000000, 000006, 000025, 000000, 000001, 000001, 000001, 000012
שוהם, 001304, 0015.0, 000633, 000493, 000002, 000491, 000086, 000001, 000000, 000000, 000001, 000000, 000000, 000004, 000000, 000000, 000047, 000000, 000020, 000094, 000026, 000000, 000000, 000007, 000000, 000000, 000000, 000136, 000001, 000000, 000000, 000000, 000000, 000016, 000034, 000000, 000000, 000008, 000000, 000010
שוהם, 001304, 0016.0, 000706, 000590, 000000, 000590, 000084, 000001, 000000, 000000, 000001, 000000, 000000, 000002, 000000, 000001, 000055, 000000, 000018, 000147, 000023, 000000, 000000, 000010, 000000, 000000, 000000, 000178, 000001, 000000, 000000, 000000, 000000, 000011, 000044, 000000, 000000, 000001, 000000, 000013
שוהם, 001304, 0017.0, 000512, 000399, 000000, 000399, 000077, 000003, 000000, 000000, 000003, 000000, 000000, 000005, 000000, 000000, 000018, 000000, 000012, 000080, 000027, 000000, 000000, 000001, 000000, 000000, 000000, 000126, 000000, 000000, 000000, 000000, 000000, 000008, 000031, 000000, 000000, 000006, 000000, 000002
שוהם, 001304, 0018.0, 000524, 000405, 000000, 000405, 000057, 000000, 000000, 000000, 000001, 000000, 000001, 000004, 000000, 000000, 000035, 000000, 000003, 000095, 000015, 000000, 000000, 000002, 000000, 000000, 000000, 000155, 000001, 000000, 000000, 000000, 000000, 000005, 000026, 000000, 000000, 000003, 000000, 000002
שוהם, 001304, 0019.0, 000639, 000519, 000000, 000519, 000051, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000050, 000000, 000011, 000121, 000018, 000000, 000000, 000003, 000000, 000000, 000000, 000192, 000000, 000000, 000000, 000000, 000000, 000009, 000037, 000000, 000001, 000003, 000000, 000022
שוהם, 001304, 0020.0, 000424, 000308, 000003, 000305, 000055, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000025, 000000, 000005, 000064, 000013, 000000, 000000, 000000, 000000, 000000, 000000, 000101, 000000, 000000, 000000, 000000, 000000, 000007, 000025, 000000, 000003, 000000, 000000, 000006
שוהם, 001304, 0021.0, 000426, 000335, 000000, 000335, 000056, 000000, 000001, 000000, 000000, 000000, 000001, 000003, 000000, 000001, 000028, 000000, 000006, 000073, 000016, 000000, 000000, 000004, 000000, 000000, 000000, 000107, 000001, 000000, 000000, 000000, 000000, 000007, 000026, 000000, 000000, 000003, 000000, 000002
שוהם, 001304, 0022.0, 000382, 000270, 000000, 000270, 000042, 000002, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000034, 000000, 000009, 000060, 000010, 000000, 000000, 000001, 000000, 000000, 000000, 000072, 000000, 000000, 000000, 000000, 000000, 000004, 000019, 000000, 000000, 000001, 000000, 000013
שוהם, 001304, 0023.0, 000407, 000335, 000001, 000334, 000049, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000102, 000000, 000004, 000056, 000012, 000000, 000000, 000004, 000000, 000000, 000000, 000064, 000000, 000000, 000000, 000000, 000000, 000012, 000011, 000000, 000000, 000006, 000001, 000010
שומרה, 000614, 0001.0, 000278, 000166, 000000, 000166, 000005, 000003, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000, 000023, 000000, 000009, 000047, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000044, 000000, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000002, 000001, 000025
שומריה, 001265, 0001.0, 000288, 000252, 000000, 000252, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000212, 000000, 000003, 000008, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000001, 000000, 000003
שוקדה, 000415, 0001.0, 000194, 000142, 000000, 000142, 000003, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000064, 000000, 000006, 000029, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000001, 000000, 000031
שורש, 000456, 0001.0, 000650, 000510, 000007, 000503, 000125, 000001, 000001, 000000, 000000, 000000, 000000, 000010, 000000, 000001, 000036, 000000, 000018, 000065, 000069, 000000, 000000, 000010, 000000, 000000, 000000, 000110, 000000, 000000, 000000, 000000, 000000, 000008, 000029, 000000, 000000, 000007, 000003, 000010
שורשים, 001235, 0001.0, 000312, 000223, 000000, 000223, 000060, 000000, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000010, 000000, 000003, 000030, 000035, 000000, 000000, 000000, 000000, 000000, 000000, 000048, 000000, 000000, 000000, 000000, 000000, 000007, 000023, 000000, 000001, 000002, 000000, 000001
שושנת העמקים, 000224, 0001.0, 000479, 000308, 000001, 000307, 000030, 000000, 000000, 000000, 000000, 000000, 000000, 000012, 000000, 000001, 000031, 000001, 000020, 000077, 000007, 000000, 000000, 000007, 000000, 000000, 000000, 000052, 000005, 000000, 000000, 000001, 000000, 000003, 000013, 000000, 000000, 000010, 000003, 000034
שזור, 000527, 0001.0, 000263, 000174, 000001, 000173, 000014, 000005, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000020, 000000, 000013, 000073, 000001, 000000, 000000, 000003, 000000, 000000, 000000, 000013, 000001, 000000, 000000, 000000, 000001, 000000, 000013, 000000, 000000, 000001, 000000, 000013
שחר, 000007, 0001.0, 000438, 000314, 000012, 000302, 000038, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000014, 000000, 000050, 000077, 000011, 000000, 000000, 000002, 000000, 000000, 000000, 000030, 000002, 000000, 000000, 000001, 000000, 000004, 000034, 000000, 000000, 000002, 000000, 000035
שיבולים, 000865, 0001.0, 000262, 000198, 000001, 000197, 000008, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000050, 000000, 000006, 000087, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000000, 000008, 000005, 000000, 000000, 000001, 000000, 000016
שייח' דנון, 000658, 0001.0, 000482, 000255, 000003, 000252, 000002, 000000, 000066, 000000, 000000, 000000, 000047, 000000, 000000, 000000, 000001, 000000, 000002, 000001, 000000, 000001, 000000, 000000, 000000, 000103, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000003, 000001, 000000, 000001, 000000, 000023
שייח' דנון, 000658, 0002.0, 000531, 000293, 000007, 000286, 000003, 000000, 000065, 000000, 000000, 000000, 000009, 000002, 000000, 000000, 000001, 000000, 000000, 000008, 000004, 000000, 000000, 000001, 000001, 000154, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000035
שייח' דנון, 000658, 0003.0, 000606, 000331, 000003, 000328, 000002, 000000, 000084, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000006, 000000, 000000, 000001, 000000, 000168, 000000, 000010, 000004, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000018
שילה, 003641, 0001.0, 000716, 000591, 000002, 000589, 000004, 000005, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000336, 000000, 000000, 000058, 000000, 000000, 000000, 000163, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000003, 000000, 000016
שילה, 003641, 0002.0, 000675, 000554, 000002, 000552, 000000, 000002, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000351, 000001, 000000, 000069, 000000, 000000, 000000, 000108, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000001, 000005, 000000, 000000, 000000, 000000, 000000, 000010
שילת, 001165, 0001.0, 000374, 000319, 000000, 000319, 000077, 000000, 000000, 000000, 000000, 000000, 000004, 000010, 000000, 000000, 000016, 000000, 000008, 000034, 000048, 000000, 000000, 000001, 000000, 000000, 000000, 000080, 000000, 000000, 000000, 000000, 000000, 000001, 000028, 000000, 000003, 000007, 000001, 000001
שכניה, 001160, 0001.0, 000497, 000398, 000003, 000395, 000124, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000017, 000000, 000005, 000049, 000055, 000000, 000000, 000002, 000000, 000000, 000000, 000095, 000000, 000000, 000000, 000000, 000000, 000005, 000036, 000000, 000000, 000003, 000001, 000001
שלווה, 000873, 0001.0, 000339, 000223, 000001, 000222, 000000, 000005, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000051, 000000, 000000, 000077, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000003, 000000, 000078
שלוחות, 000439, 0001.0, 000394, 000289, 000000, 000289, 000029, 000004, 000000, 000000, 000001, 000000, 000000, 000001, 000000, 000000, 000170, 000000, 000000, 000025, 000005, 000000, 000000, 000005, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000001, 000011, 000011, 000000, 000000, 000003, 000000, 000002
שלומי, 000812, 0001.0, 000678, 000392, 000004, 000388, 000026, 000001, 000000, 000000, 000001, 000000, 000002, 000001, 000000, 000002, 000065, 000001, 000008, 000151, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000022, 000006, 000000, 000000, 000001, 000000, 000010, 000014, 000001, 000001, 000006, 000000, 000058
שלומי, 000812, 0002.0, 000653, 000397, 000012, 000385, 000024, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000034, 000005, 000005, 000176, 000001, 000000, 000002, 000005, 000001, 000000, 000000, 000038, 000001, 000000, 000000, 000000, 000000, 000008, 000009, 000000, 000002, 000012, 000001, 000057
שלומי, 000812, 0003.0, 000661, 000448, 000010, 000438, 000025, 000006, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000072, 000005, 000002, 000156, 000002, 000000, 000000, 000014, 000000, 000000, 000001, 000015, 000018, 000000, 000000, 000001, 000001, 000006, 000017, 000000, 000000, 000006, 000000, 000091
שלומי, 000812, 0004.0, 000760, 000481, 000009, 000472, 000042, 000004, 000000, 000000, 000000, 000002, 000000, 000002, 000000, 000001, 000087, 000008, 000008, 000156, 000004, 000000, 000000, 000012, 000000, 000000, 000000, 000030, 000006, 000001, 000000, 000000, 000000, 000022, 000013, 000001, 000000, 000006, 000002, 000065
שלומי, 000812, 0005.0, 000634, 000416, 000002, 000414, 000053, 000002, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000067, 000000, 000012, 000101, 000011, 000000, 000000, 000005, 000000, 000000, 000000, 000064, 000004, 000001, 000000, 000000, 000000, 000014, 000027, 000000, 000000, 000007, 000000, 000043
שלומי, 000812, 0006.0, 000741, 000490, 000012, 000478, 000058, 000001, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000002, 000065, 000005, 000008, 000143, 000014, 000000, 000001, 000005, 000000, 000000, 000000, 000088, 000002, 000000, 000000, 000000, 000000, 000019, 000019, 000000, 000000, 000014, 000000, 000031
שלומי, 000812, 0007.0, 000593, 000440, 000004, 000436, 000050, 000001, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000070, 000002, 000006, 000145, 000008, 000000, 000000, 000008, 000000, 000000, 000000, 000066, 000002, 000000, 000000, 000001, 000000, 000016, 000022, 000000, 000000, 000003, 000001, 000032
שמיר, 000366, 0001.0, 000648, 000442, 000001, 000441, 000100, 000000, 000000, 000000, 000000, 000000, 000001, 000020, 000000, 000000, 000005, 000000, 000004, 000017, 000133, 000000, 000000, 000001, 000000, 000000, 000001, 000083, 000000, 000000, 000000, 000000, 000000, 000002, 000069, 000000, 000000, 000005, 000000, 000000
